UID,Symbol,Name,Half-lives in LB,Half-lives in M9
B2597,yfiA,yfiA putative yhbH sigma 54 modulator ,,
B2598,pheL,pheL leader peptide of chorismate mutase-P-prephenate dehydratase ,,4.7
B2599,pheA,pheA chorismate mutase-P and prephenate dehydratase ,4,2.7
B2600,tyrA,tyrA chorismate mutase-T and prephenate dehydrogenase ,4.8,1.5
B2601,aroF,"aroF 3-deoxy-D-arabinoheptulosonate-7-phosphate synthase (DAHP synthetase, tyrosine repressible) ",6.7,2
B2602,yfiL,"yfiL orf, hypothetical protein ",4.6,
B2603,B2603,"B2603 orf, hypothetical protein ",,
B2604,yfiN,"yfiN orf, hypothetical protein ",3.2,4.4
B2605,yfiB,yfiB putative outer membrane protein ,,3.4
B2606,rplS,rplS 50S ribosomal subunit protein L19 ,,6.4
B2607,trmD,trmD tRNA methyltransferase; tRNA (guanine-7-)-methyltransferase ,2.5,6.1
B2608,yfjA,"yfjA orf, hypothetical protein ",3.8,5.2
B2609,rpsP,rpsP 30S ribosomal subunit protein S16 ,4.1,5.8
B2610,ffh,"ffh GTP-binding export factor binds to signal sequence, GTP and RNA ",1.8,2.8
B2611,B2611,"B2611 orf, hypothetical protein ",,4.9
B2612,ypjE,"ypjE orf, hypothetical protein ",4,5.2
B2613,yfjD,yfjD putative transport protein ,3,3.4
B2614,grpE,grpE phage lambda replication; host DNA synthesis; heat shock protein; protein repair ,7.5,4.1
B2615,yfjB,"yfjB orf, hypothetical protein ",4.9,
B2616,recN,recN protein used in recombination and DNA repair ,,4.7
B2617,smpA,smpA small membrane protein A ,,2.8
B2618,B2618,"B2618 orf, hypothetical protein ",6.2,
B2619,B2619,"B2619 orf, hypothetical protein ",,6.3
B2620,smpB,smpB small protein B ,2.1,5.5
B2622,intA,intA prophage CP4-57 integrase ,,4.5
B2623,yfjH,yfjH putative histone ,,5.1
B2624,alpA,alpA prophage CP4-57 regulatory protein alpA ,7,11.6
B2626,yfjJ,"yfjJ orf, hypothetical protein ",4.2,5.4
B2628,yfjL,"yfjL orf, hypothetical protein ",10.5,4.2
B2630,yfjN,yfjN putative cell division protein ,2.9,6.7
B2632,yfjP,yfjP putative GTP-binding protein ,6.6,7.7
B2633,yfjQ,"yfjQ orf, hypothetical protein ",,19.1
B2635,B2635,"B2635 orf, hypothetical protein ",,5.6
B2636,B2636,"B2636 orf, hypothetical protein ",,8.1
B2637,yfjT,"yfjT orf, hypothetical protein ",,4.5
B2638,B2638,"B2638 orf, hypothetical protein ",4.6,6.8
B2639,B2639,B2639 putative pump protein ,3.8,8.5
B2640,B2640,"B2640 orf, hypothetical protein ",7.4,5.5
B2641,B2641,"B2641 orf, hypothetical protein ",5.9,5.5
B2642,yfjW,"yfjW orf, hypothetical protein ",,3.5
B2643,yfjX,"yfjX orf, hypothetical protein ",5.1,6.7
B2644,yfjY,yfjY putative DNA repair protein ,,6.1
B2645,yfjZ,"yfjZ orf, hypothetical protein ",4.3,6.5
B2646,ypjF,"ypjF orf, hypothetical protein ",,6.2
B2648,B2648,"B2648 orf, hypothetical protein ",4.1,7.2
B2649,B2649,"B2649 orf, hypothetical protein ",5.5,6.5
B2650,B2650,"B2650 orf, hypothetical protein ",5,6.6
B2651,B2651,"B2651 orf, hypothetical protein ",6.1,5.3
B2653,B2653,"B2653 orf, hypothetical protein ",4.9,4.9
B2654,B2654,"B2654 orf, hypothetical protein ",5.4,7.9
B2655,B2655,"B2655 orf, hypothetical protein ",2.9,4
B2656,B2656,"B2656 orf, hypothetical protein ",3.5,7
B2657,B2657,B2657 putative enzyme ,4.5,7.8
B2658,B2658,"B2658 orf, hypothetical protein ",5.4,5.4
B2659,B2659,"B2659 orf, hypothetical protein ",4.6,5.6
B2660,ygaF,"ygaF orf, hypothetical protein ",,5.1
B2661,gabD,"gabD succinate-semialdehyde dehydrogenase, NADP-dependent activity ",6.2,9.4
B2662,gabT,gabT 4-aminobutyrate aminotransferase activity ,,13.8
B2663,gabP,gabP transport permease protein of gamma-aminobutyrate ,,
B2664,ygaE,ygaE putative transcriptional regulator ,,5.1
B2665,ygaU,"ygaU orf, hypothetical protein ",,
B2666,B2666,"B2666 orf, hypothetical protein ",,8.2
B2667,B2667,"B2667 orf, hypothetical protein ",,5.4
B2668,ygaP,"ygaP orf, hypothetical protein ",3.7,9.3
B2670,B2670,"B2670 orf, hypothetical protein ",5.1,5.9
B2671,ygaC,"ygaC orf, hypothetical protein ",3.5,4
B2672,ygaM,"ygaM orf, hypothetical protein ",5.9,
B2673,nrdH,nrdH glutaredoxin-like protein; hydrogen donor ,,2.4
B2674,nrdI,"nrdI orf, hypothetical protein ",3.5,2.1
B2675,nrdE,"nrdE ribonucleoside-diphosphate reductase 2, alpha subunit ",,1.3
B2676,nrdF,"nrdF ribonucleoside-diphosphate reductase 2, beta chain, frag ",,1.8
B2677,proV,"proV ATP-binding component of transport system for glycine, betaine and proline ",3.1,6.3
B2678,proW,proW high-affinity transport system for glycine betaine and proline ,2.9,4
B2679,proX,proX high-affinity transport system for glycine betaine and proline ,,
B2680,B2680,"B2680 orf, hypothetical protein ",6.2,5.8
B2681,B2681,B2681 putative transport protein ,,8.4
B2682,B2682,"B2682 orf, hypothetical protein ",4.6,7.5
B2683,ygaH,"ygaH orf, hypothetical protein ",6.6,4.7
B2684,emrR,emrR regulator of plasmid mcrB operon (microcin B17 synthesis) ,3.9,5.4
B2685,emrA,emrA multidrug resistance secretion protein ,2.5,4.1
B2686,emrB,emrB multidrug resistance; probably membrane translocase ,3.3,4.2
B2687,ygaG,"ygaG orf, hypothetical protein ",4.7,17.4
B2688,gshA,gshA gamma-glutamate-cysteine ligase ,,2.3
B2689,B2689,"B2689 orf, hypothetical protein ",3.1,4.5
B2690,yqaB,yqaB putative phosphatase ,,5.8
B2696,csrA,"csrA carbon storage regulator; controls glycogen synthesis, gluconeogenesis, cell size and surface properties ",,4.5
B2697,alaS,alaS alanyl-tRNA synthetase ,2,2
B2698,oraA,"oraA regulator, OraA protein ",4.4,6
B2699,recA,"recA DNA strand exchange and renaturation, DNA-dependent ATPase, DNA- and ATP-dependent coprotease ",3.4,4.2
B2700,ygaD,"ygaD orf, hypothetical protein ",4.5,5.4
B2701,mltB,mltB membrane-bound lytic murein transglycosylase B ,,3.9
B2702,srlA,"srlA PTS system, glucitol/sorbitol-specific IIC component, one of two ",6.8,6.3
B2703,srlE,"srlE PTS system, glucitol/sorbitol-specific IIB component and second of two IIC components ",,7.6
B2704,srlB,"srlB PTS system, glucitol/sorbitol-specific enzyme IIA component ",,7.6
B2705,srlD,srlD glucitol (sorbitol)-6-phosphate dehydrogenase ,5,6.9
B2706,gutM,gutM glucitol operon activator ,,6.3
B2707,srlR,"srlR regulator for gut (srl), glucitol operon ",3.9,6
B2709,ygaA,ygaA putative 2-component transcriptional regulator ,,7.4
B2711,ygbD,ygbD putative oxidoreductase ,,5.3
B2712,hypF,hypF transcriptional regulatory protein ,5.7,8.8
B2713,hydN,"hydN involved in electron transport from formate to hydrogen, Fe-S centers ",,4.5
B2714,ascG,ascG ascBF operon repressor ,4.6,5.9
B2715,ascF,"ascF PTS system enzyme II ABC (asc), cryptic, transports specific beta-glucosides ",,6.4
B2716,ascB,ascB 6-phospho-beta-glucosidase; cryptic ,,9.3
B2717,hycI,hycI protease involved in processing C-terminal end of the large subunit of hydrogenase 3 ,,10.5
B2718,hycH,hycH processing of large subunit (HycE) of hydrogenase 3 (part of the FHL complex) ,4.9,6.3
B2719,hycG,hycG hydrogenase activity ,4.8,8.3
B2720,hycF,hycF probable iron-sulfur protein of hydrogenase 3 (part of FHL complex) ,5.5,6.5
B2721,hycE,hycE large subunit of hydrogenase 3 (part of FHL complex) ,6.8,7.9
B2722,hycD,hycD membrane-spanning protein of hydrogenase 3 (part of FHL complex) ,,5.8
B2723,hycC,hycC membrane-spanning protein of hydrogenase 3 (part of FHL complex) ,,8.1
B2724,hycB,"hycB probable small subunit of hydrogenase-3, iron-sulfur protein (part of formate hydrogenlyase (FHL) complex) ",7.3,6.2
B2725,hycA,hycA transcriptional repression of hyc and hyp operons ,,7.6
B2726,hypA,hypA pleiotrophic effects on 3 hydrogenase isozymes ,3.4,5.4
B2727,hypB,"hypB guanine-nucleotide binding protein, functions as nickel donor for large subunit of hydrogenase 3 ",7,
B2728,hypC,hypC pleiotrophic effects on 3 hydrogenase isozymes ,2.7,7.9
B2729,hypD,hypD pleiotrophic effects on 3 hydrogenase isozymes ,5.3,8
B2730,hypE,hypE plays structural role in maturation of all 3 hydrogenases ,3.3,4.4
B2731,fhlA,"fhlA formate hydrogen-lyase transcriptional activator for fdhF, hyc and hyp operons ",3,3
B2732,ygbA,"ygbA orf, hypothetical protein ",6.5,5.4
B2733,mutS,mutS methyl-directed mismatch repair ,2.8,5.5
B2734,pphB,pphB protein phosphatase 2 ,4.6,6.9
B2735,ygbI,ygbI putative DEOR-type transcriptional regulator ,4.1,11.5
B2736,B2736,B2736 putative dehydrogenase ,3.9,6.5
B2737,B2737,"B2737 orf, hypothetical protein ",,6.6
B2738,ygbL,ygbL putative epimerase/aldolase ,5.6,5.8
B2739,ygbM,"ygbM orf, hypothetical protein ",,8
B2740,B2740,B2740 putative transport protein ,,7.3
B2741,rpoS,"rpoS RNA polymerase, sigma S (sigma38) factor; synthesis of many growth phase related proteins ",,7
B2742,nlpD,nlpD lipoprotein ,3.1,6.7
B2743,pcm,pcm L-isoaspartate protein carboxylmethyltransferase type II ,,3.1
B2744,surE,surE survival protein ,2.5,3.7
B2745,ygbO,ygbO putative hydrogenase subunit ,2.3,4.7
B2746,ygbB,"ygbB orf, hypothetical protein ",4.8,5.4
B2747,ygbP,"ygbP orf, hypothetical protein ",3.3,5.8
B2748,B2748,"B2748 orf, hypothetical protein ",4.7,6.2
B2750,cysC,cysC adenosine 5'-phosphosulfate kinase ,,1.9
B2751,cysN,"cysN ATP-sulfurylase (ATP:sulfate adenylyltransferase), subunit 1, probably a GTPase ",4.6,1.9
B2752,cysD,"cysD ATP:sulfurylase (ATP:sulfate adenylyltransferase), subunit 2 ",,2.5
B2753,iap,"iap alkaline phosphatase isozyme conversion, aminopeptidase ",,
B2754,ygbF,"ygbF orf, hypothetical protein ",3.4,6
B2755,B2755,"B2755 orf, hypothetical protein ",5.4,6.1
B2756,B2756,"B2756 orf, hypothetical protein ",5.9,6.1
B2757,B2757,"B2757 orf, hypothetical protein ",6.7,6.3
B2758,B2758,"B2758 orf, hypothetical protein ",6.7,8
B2759,ygcK,"ygcK orf, hypothetical protein ",4.5,4.9
B2760,B2760,"B2760 orf, hypothetical protein ",,6.6
B2761,ygcB,"ygcB orf, hypothetical protein ",4.7,8.4
B2762,cysH,cysH 3'-phosphoadenosine 5'-phosphosulfate reductase ,,
B2763,cysI,"cysI sulfite reductase, alpha subunit ",,1.9
B2764,cysJ,"cysJ sulfite reductase (NADPH), flavoprotein beta subunit ",3.9,4.9
B2765,ygcM,ygcM putative 6-pyruvoyl tetrahydrobiopterin synthase ,4.8,5.4
B2766,ygcN,"ygcN orf, hypothetical protein ",8.2,
B2767,ygcO,"ygcO orf, hypothetical protein ",,6
B2768,ygcP,ygcP putative anti-terminator regulatory protein ,,14.9
B2769,ygcQ,ygcQ putative flavoprotein ,,5.5
B2770,ygcR,ygcR putative transport protein ,4.6,5.8
B2771,ygcS,ygcS putative transport protein ,,22
B2772,B2772,"B2772 orf, hypothetical protein ",8.7,6.3
B2773,ygcU,ygcU putative oxidoreductase subunit ,,7.6
B2774,ygcW,ygcW putative oxidoreductase ,3.3,6
B2775,yqcE,yqcE putative transport protein ,3.5,5.9
B2776,ygcE,ygcE putative kinase ,,5.7
B2777,ygcF,"ygcF orf, hypothetical protein ",3.4,7.7
B2778,ygcG,"ygcG orf, hypothetical protein ",,8.2
B2779,eno,eno enolase ,,4.7
B2780,pyrG,pyrG CTP synthetase ,2.8,3.7
B2781,mazG,"mazG orf, hypothetical protein ",2.7,
B2782,chpA,"chpA probable growth inhibitor, PemK-like, autoregulated ",,3.7
B2783,chpR,"chpR suppressor of inhibitory function of ChpA, PemI-like, autoregulated ",7.7,3.9
B2784,relA,relA (p)ppGpp synthetase I (GTP pyrophosphokinase); regulation of RNA synthesis; stringent factor ,,10.5
B2785,ygcA,ygcA putative enzyme ,,
B2786,BarA,"BarA sensor-regulator, activates OmpR by phophorylation ",2.9,4.6
B2787,ygcX,ygcX putative glucarate dehydratase ,,5.3
B2788,ygcY,ygcY putative glucarate dehydratase ,,7.9
B2790,B2790,"B2790 orf, hypothetical protein ",3.9,4
B2792,B2792,"B2792 orf, hypothetical protein ",3.9,5.3
B2793,syd,syd interacts with secY ,4.4,5.9
B2794,yqcD,"yqcD orf, hypothetical protein ",,4.4
B2795,ygdH,"ygdH orf, hypothetical protein ",8.8,2.9
B2796,sdaC,sdaC probable serine transporter ,2.3,6.5
B2797,sdaB,"sdaB L-serine dehydratase (deaminase), L-SD2 ",2.7,6.4
B2798,exo,exo 5'-3' exonuclease ,5.3,4.6
B2799,fucO,"fucO L-1,2-propanediol oxidoreductase ",,9.5
B2800,fucA,fucA L-fuculose-1-phosphate aldolase ,5.8,
B2801,fucP,fucP fucose permease ,,13.5
B2802,fucI,fucI L-fucose isomerase ,,9.8
B2803,fucK,fucK L-fuculokinase ,,
B2804,fucU,fucU protein of fucose operon ,6.1,11.2
B2805,fucR,fucR positive regulator of the fuc operon ,4,4.8
B2806,ygdE,"ygdE orf, hypothetical protein ",3.4,3
B2807,ygdD,"ygdD orf, hypothetical protein ",10.9,5.7
B2808,gcvA,gcvA positive regulator of gcv operon ,,4.2
B2809,B2809,"B2809 orf, hypothetical protein ",,8
B2810,B2810,"B2810 orf, hypothetical protein ",6.7,5.2
B2811,ygdK,"ygdK orf, hypothetical protein ",4.7,4.4
B2812,ygdL,ygdL putative enzyme ,6.9,5.3
B2813,mltA,mltA membrane-bound lytic murein transglycosylase A ,,3.3
B2818,argA,argA N-acetylglutamate synthase; amino acid acetyltransferase ,,5.8
B2819,recD,"recD DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease ",,5.2
B2820,recB,"recB DNA helicase, ATP-dependent dsDNA/ssDNA exonuclease V subunit, ssDNA endonuclease ",,3.7
B2821,ptr,ptr protease III ,3,7
B2823,ppdC,ppdC prepilin peptidase dependent protein C ,6.3,7.8
B2824,ygdB,"ygdB orf, hypothetical protein ",4.1,7.7
B2825,ppdB,ppdB prepilin peptidase dependent protein B ,10.6,3.8
B2826,ppdA,ppdA prepilin peptidase dependent protein A ,6.6,6.6
B2827,thyA,thyA thymidylate synthetase ,2,2.8
B2828,lgt,lgt phosphatidylglycerol-prolipoprotein diacylglyceryl transferase; a major membrane phospholipid ,2.1,2.5
B2829,ptsP,"ptsP PTS system, enzyme I, transcriptional regulator (with NPR and NTR proteins) ",3.1,2.2
B2830,ygdP,ygdP putative invasion protein ,5.5,3
B2831,mutH,mutH methyl-directed mismatch repair ,,6.7
B2832,B2832,B2832 putative transport protein ,4.7,4.7
B2833,B2833,"B2833 orf, hypothetical protein ",11.7,4.1
B2834,B2834,"B2834 orf, hypothetical protein ",7.9,3.1
B2835,ygeD,ygeD putative resistance proteins ,,3.8
B2836,aas,aas 2-acyl-glycerophospho-ethanolamine acyltransferase; acyl-acyl-carrier protein synthetase ,3.8,7.9
B2837,galR,galR repressor of galETK operon ,10.7,5.6
B2838,lysA,lysA diaminopimelate decarboxylase ,,
B2839,lysR,lysR positive regulator for lys ,7.7,8.2
B2840,ygeA,ygeA putative resistance proteins ,5.2,6.5
B2841,araE,araE low-affinity L-arabinose transport system proton symport protein ,4.2,8.3
B2842,kduD,kduD 2-deoxy-D-gluconate 3-dehydrogenase ,,8.9
B2843,kduI,kduI homolog of pectin degrading enzyme 5-keto 4-deoxyuronate isomerase ,5.1,7.7
B2844,yqeF,yqeF putative acyltransferase ,,9.6
B2845,B2845,B2845 putative transporter protein ,3.2,6.5
B2846,yqeH,"yqeH orf, hypothetical protein ",,4.5
B2847,yqeI,yqeI putative sensory transducer ,,15.2
B2848,yqeJ,"yqeJ orf, hypothetical protein ",6,6
B2849,yqeK,"yqeK orf, hypothetical protein ",11.6,3.9
B2850,ygeF,"ygeF orf, hypothetical protein ",7.2,6.3
B2851,ygeG,"ygeG orf, hypothetical protein ",,3.6
B2852,ygeH,ygeH putative invasion protein ,9.3,18
B2853,B2853,"B2853 orf, hypothetical protein ",6.9,5
B2854,B2854,"B2854 orf, hypothetical protein ",,8.1
B2855,ygeK,ygeK putative 2-component transcriptional regulator ,,7.8
B2856,B2856,"B2856 orf, hypothetical protein ",4.4,6.7
B2857,B2857,"B2857 orf, hypothetical protein ",6.2,6.8
B2858,B2858,"B2858 orf, hypothetical protein ",5.2,6.2
B2859,B2859,"B2859 orf, hypothetical protein ",6.2,5.4
B2860,yi22_4,yi22_4 IS2 hypothetical protein ,3.9,2.8
B2861,yi21_4,yi21_4 IS2 hypothetical protein ,7.6,3.9
B2862,B2862,"B2862 orf, hypothetical protein ",5.3,5.4
B2863,B2863,"B2863 orf, hypothetical protein ",8.1,5.2
B2865,B2865,B2865 putative lipoprotein ,10,7.4
B2866,B2866,"B2866 orf, hypothetical protein ",4.8,7.4
B2867,ygeT,ygeT putative dehydrogenase ,,11.3
B2868,B2868,B2868 putative dehydrogenase ,4.8,5.8
B2869,ygeV,ygeV putative transcriptional regulator ,,12
B2870,ygeW,ygeW putative carbamoyl transferase ,,3.7
B2871,ygeX,ygeX putative dehydratase ,,6.2
B2872,ygeY,ygeY putative deacetylase ,5.7,7.3
B2873,B2873,"B2873 orf, hypothetical protein ",5.8,6.2
B2874,yqeA,yqeA putative kinase ,,6.6
B2875,B2875,B2875 putative synthases ,3.7,5.6
B2876,B2876,"B2876 orf, hypothetical protein ",,5.1
B2877,ygfJ,"ygfJ orf, hypothetical protein ",7.2,5.6
B2878,B2878,"B2878 putative oxidoreductase, Fe-S subunit ",,6.3
B2879,B2879,B2879 putative proteoglycan ,,7.5
B2880,B2880,"B2880 orf, hypothetical protein ",,3.4
B2881,B2881,B2881 putative dehydrogenase ,3.7,7
B2882,ygfO,ygfO putative transport protein ,5.6,
B2883,ygfP,"ygfP orf, hypothetical protein ",6.3,5.4
B2884,ygfQ,"ygfQ orf, hypothetical protein ",,4.9
B2885,ygfR,ygfR putative oxidoreductase ,5.4,6.3
B2886,ygfS,"ygfS putative oxidoreductase, Fe-S subunit ",,5.8
B2888,ygfU,ygfU putative permease ,3,6.2
B2889,B2889,B2889 putative enzyme ,,5.2
B2890,lysS,"lysS lysine tRNA synthetase, constitutive; suppressor of ColE1 mutation in primer RNA ",2.1,2.2
B2891,prfB,prfB peptide chain release factor RF-2 ,2.6,3.7
B2892,recJ,"recJ ssDNA exonuclease, 5' --> 3' specific ",3.5,3.8
B2893,dsbC,dsbC protein disulfide isomerase II ,2.9,3.1
B2894,xerD,xerD site-specific recombinase ,3.5,4.1
B2895,fldB,fldB flavodoxin 2 ,4.8,6.6
B2896,B2896,"B2896 orf, hypothetical protein ",,3.8
B2897,ygfY,"ygfY orf, hypothetical protein ",4.9,5.4
B2898,ygfZ,"ygfZ orf, hypothetical protein ",,3.4
B2899,B2899,B2899 putative oxidoreductase ,5.9,2.7
B2900,yqfB,"yqfB orf, hypothetical protein ",,5.9
B2901,BglA,BglA 6-phospho-beta-glucosidase A; cryptic ,,7
B2902,ygfF,ygfF putative oxidoreductase ,,9.8
B2903,gcvP,"gcvP glycine decarboxylase, P protein of glycine cleavage system ",3.3,5
B2904,gcvH,"gcvH in glycine cleavage complex, carrier of aminomethyl moiety via covalently bound lipoyl cofactor ",8.1,6
B2905,gcvT,gcvT aminomethyltransferase (T protein; tetrahydrofolate-dependent) of glycine cleavage system ,3.9,6.7
B2906,visC,"visC orf, hypothetical protein ",2.4,2.3
B2907,ubiH,"ubiH 2-octaprenyl-6-methoxyphenol--> 2-octaprenyl-6-methoxy-1, 4-benzoquinone ",6.9,2.9
B2908,pepP,pepP proline aminopeptidase P II ,2.5,2.4
B2909,ygfB,"ygfB orf, hypothetical protein ",2.5,3.3
B2910,ygfE,"ygfE orf, hypothetical protein ",,2.5
B2912,ygfA,ygfA putative ligase ,4.4,4
B2913,serA,serA D-3-phosphoglycerate dehydrogenase ,,1.7
B2914,rpiA,"rpiA ribosephosphate isomerase, constitutive ",5.1,5.7
B2915,yqfE,"yqfE orf, hypothetical protein ",5.7,12.7
B2916,iciA,"iciA replication initiation inhibitor, binds to 13-mers at oriC ",4.5,
B2917,sbm,sbm methylmalonyl-CoA mutase (MCM) ,,3.8
B2918,ygfD,ygfD putative nucleotide-binding protein ,,5.3
B2919,ygfG,ygfG putative enzyme ,,6
B2920,ygfH,ygfH putative coenzyme A transferase ,,6.4
B2921,ygfI,ygfI putative transcriptional regulator LYSR-type ,12.8,
B2922,yggE,yggE putative actin ,3.8,3.5
B2923,yggA,"yggA orf, hypothetical protein ",4.4,5.5
B2924,yggB,yggB putative transport protein ,6.5,8.7
B2925,fba,"fba fructose-bisphosphate aldolase, class II ",8.1,7.2
B2926,pgk,pgk phosphoglycerate kinase ,4.7,2.5
B2927,epd,epd D-erythrose 4-phosphate dehydrogenase ,,2.8
B2928,yggC,yggC putative kinase ,6.2,6.3
B2929,yggD,yggD putative transcriptional regulator ,5.2,4.5
B2930,yggF,"yggF orf, hypothetical protein ",6.1,6.9
B2931,B2931,B2931 putative oxidoreductase ,,6.2
B2932,yggP,"yggP orf, hypothetical protein ",,5.1
B2933,cmtA,"cmtA PTS system, mannitol-specific enzyme II component, cryptic ",,12.6
B2934,cmtB,"cmtB PTS system, mannitol-specific enzyme II component, cryptic ",,8
B2935,tktA,tktA transketolase 1 isozyme ,,3.5
B2936,yggG,"yggG orf, hypothetical protein ",8.7,9.8
B2937,speB,speB agmatinase ,13.9,
B2938,speA,speA Biosynthetic arginine decarboxylase ,12.4,5.1
B2939,yqgB,"yqgB orf, hypothetical protein ",,4.6
B2940,yqgC,"yqgC orf, hypothetical protein ",,5.9
B2941,yqgD,"yqgD orf, hypothetical protein ",8.9,2.8
B2942,metK,"metK methionine adenosyltransferase 1 (AdoMet synthetase); methyl and propylamine donor, corepressor of met genes ",3.6,1.7
B2943,galP,galP galactose-proton symport of transport system ,5.1,5.8
B2944,sprT,"sprT orf, hypothetical protein ",,5.3
B2945,endA,endA DNA-specific endonuclease I ,,
B2946,yggJ,"yggJ orf, hypothetical protein ",5.5,5.5
B2947,gshB,gshB glutathione synthetase ,2.6,2.6
B2948,yqgE,"yqgE orf, hypothetical protein ",5.3,4.8
B2949,yqgF,"yqgF orf, hypothetical protein ",7.5,
B2950,yggR,yggR putative protein transport ,,22.4
B2951,yggS,"yggS orf, hypothetical protein ",,6
B2952,yggT,yggT putative resistance protein ,5.5,6.5
B2953,yggU,"yggU orf, hypothetical protein ",3.2,3.6
B2954,yggV,yggV putative ribosomal protein ,3.6,4.4
B2955,yggW,yggW putative oxidase ,2.2,3.1
B2956,yggM,yggM putative alpha helix chain ,,5.1
B2957,ansB,ansB periplasmic L-asparaginase II ,,5.5
B2958,yggN,"yggN orf, hypothetical protein ",3.5,4.5
B2959,yggL,"yggL orf, hypothetical protein ",7.1,5.1
B2960,yggH,"yggH orf, hypothetical protein ",3.7,3.8
B2961,mutY,mutY adenine glycosylase; G.C --> T.A transversions ,4.5,4.4
B2962,yggX,"yggX orf, hypothetical protein ",6.4,5.2
B2963,mltC,mltC membrane-bound lytic murein transglycosylase C ,3.3,2.7
B2964,nupG,"nupG transport of nucleosides, permease protein ",2.9,6
B2965,speC,speC ornithine decarboxylase isozyme ,4.7,3.4
B2966,yqgA,yqgA putative transport protein ,,5.8
B2968,yghD,yghD putative secretion pathway protein ,,10.1
B2969,yghE,yghE putative general secretion pathway for protein export (GSP) ,7.5,4.9
