cobalamin 5'-phosphate synthase / cobalamin synthase	COBS-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
peptidyl-prolyl <i>cis-trans</i> isomerase C (rotamase C)	EG12352-MONOMER	((cytosol, CCO-CYTOSOL))
Qin prophage; conserved protein	G6826-MONOMER	
twice split molybdate metabolism regulator	G8208-MONOMER	
PyrG	CTPSYN-MONOMER	((cytosol, CCO-CYTOSOL))
fused PutA transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase	PUTA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
DNA polymerase III, &epsilon; subunit	EG10243-MONOMER	((cytosol, CCO-CYTOSOL))
NrdE	NRDE-MONOMER	((cytosol, CCO-CYTOSOL))
peptide chain release factor RF2	EG10762-MONOMER	((cytosol, CCO-CYTOSOL))
Amn	AMP-NUCLEOSID-MONOMER	((cytosol, CCO-CYTOSOL))
mannitol PTS permease (cryptic) - CmtB subunit	CMTB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
bicupin-related protein	G7620-MONOMER	((cytosol, CCO-CYTOSOL))
RutR DNA-binding transcriptional dual regulator	PD01352	
predicted HlyD family secretion protein	EG12224-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ferric reductase, NADPH-dependent	G7593-MONOMER	((cytosol, CCO-CYTOSOL))
fructose-1,6-bisphosphatase	EG11245-MONOMER	
KpLE2 phage-like element; predicted protein	G7896-MONOMER	
trimethylamine N-oxide reductase III, <I>c</I>-type cytochrome subunit	G7023-MONOMER	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
phosphonate ABC transporter - membrane subunit	PHNE-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
transcription elongation factor GreB	EG11578-MONOMER	((cytosol, CCO-CYTOSOL))
L-rhamnulose kinase	RHAMNULOKIN-MONOMER	
conserved protein	G6108-MONOMER	
conserved protein	G6995-MONOMER	
predicted protein, N-ter fragment	G7041-MONOMER	
apolipoprotein N-acyltransferase	EG10168-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
dimethyl sulfoxide reductase, chain B	DMSB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
DLP12 prophage; predicted integrase	EG10507-MONOMER	
PanD proenzyme, &pi; protein	ASPDECARBOX-MONOMER	((cytosol, CCO-CYTOSOL))
AgaB	AGAB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
predicted pseudouridine kinase	EG11646-MONOMER	
predicted acyltransferase with acyl-CoA N-acyltransferase domain	G7174-MONOMER	
50S ribosomal subunit protein L28	EG10886-MONOMER	((ribosome, CCO-RIBOSOME))
RNase III	EG10857-MONOMER	((cytosol, CCO-CYTOSOL))
YehU sensory histidine kinase in two-component system with YehT	EG12007-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
excinuclease ABC, subunit C; repair of UV damage to DNA	EG11063-MONOMER	((cytosol, CCO-CYTOSOL))
predicted transporter	B1690-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted phosphate starvation-inducible protein	EG11209-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
NAD(P)HX epimerase / NAD(P)HX dehydratase	EG11758-MONOMER	
CPS-53 (KpLE1) prophage; predicted defective phage replication protein O	G7227-MONOMER	
23S rRNA pseudouridine 2457 synthase	G6581-MONOMER	
anthranilate synthase component II	ANTHRANSYNCOMPII-MONOMER	((cytosol, CCO-CYTOSOL))
cell division topological specificity factor and inhibitory component of the MinC-MinD-MinE system that regulates septum placement	EG10598-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (cytosol, CCO-CYTOSOL))
predicted lipoprotein	EG11719-MONOMER	((membrane, CCO-MEMBRANE))
conserved inner membrane protein	G7407-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
dephospho-CoA kinase	EG12312-MONOMER	((cytosol, CCO-CYTOSOL))
mannose-1-phosphate guanylyltransferase	MANNPGUANYLTRANGDP-MONOMER	
NADH:ubiquinone oxidoreductase, chain E	NUOE-MONOMER	((mitochondrial membrane, CCO-MIT-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
IS150 protein InsA	G7776-MONOMER	
mechanosensitive channel YbiO monomer	G6417-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
GlrR-P<sup>asp56</sup> DNA binding transcriptional activator	MONOMER0-4147	((cytosol, CCO-CYTOSOL))
putative adhesion and penetration protein	G6629-MONOMER	((membrane, CCO-MEMBRANE))
predicted inner membrane protein	EG12016-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
tellurite methyltransferase	EG11884-MONOMER	((cytosol, CCO-CYTOSOL))
xanthine:H<sup>+</sup> symporter XanP	YICE-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
tryptophan:H<sup>+</sup> symporter TnaB	TNAB-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
conserved secreted peptide	G7722-MONOMER	((membrane, CCO-MEMBRANE))
NADH oxidoreductase	G6456-MONOMER	
flagellar biosynthesis protein FlhA	G370-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted inner membrane protein regulated by LexA	G6933-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted transcriptional regulator effector protein	G7847-MONOMER	
toxin of the YkfI-YafW toxin-antitoxin pair	G6120-MONOMER	
glutamate-pyruvate aminotransferase	MONOMER0-1241	((cytosol, CCO-CYTOSOL))
methylglyoxal reductase	G6967-MONOMER	
MazE antitoxin of the MazF-MazE toxin-antitoxin system	EG10571-MONOMER	
D-alanine-D-alanine ligase B	DALADALALIGB-MONOMER	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (cytosol, CCO-CYTOSOL))
predicted flavoprotein	G7448-MONOMER	
outer membrane receptor involved in uptake of ferric dihyroxybenzoylserine	EG10155-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
Qin prophage; predicted protein	EG11300-MONOMER	
predicted inner membrane protein	G6758-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
mechanosensitive channel MscS monomer	EG11160-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ATP-dependent helicase	G6732-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	G7872-MONOMER	
phosphate ABC transporter - membrane subunit	PSTA-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
Gmm	GDPMANMANHYDRO-MONOMER	
putative transport protein	G6572-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
aldehyde dehydrogenase, FAD-binding subunit	G6156-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
molybdopterin synthase large subunit	EG11598-MONOMER	
predicted protease	G7653-MONOMER	
putative cytochrome oxidase	EG12376-MONOMER	
toxin of the YafQ-DinJ toxin-antitoxin system	G6109-MONOMER	
GatZ	G7128-MONOMER	
IlvN	SMALLILVN-MONOMER	((cytosol, CCO-CYTOSOL))
protease IV	EG10968-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
protein involved in threonylcarbamoyladenosine biosynthesis	G6991-MONOMER	
DLP12 prophage; predicted murein endopeptidase	G6311-MONOMER	
predicted chaperonin, ethanolamine utilization protein	G7284-MONOMER	
predicted diguanylate cyclase	EG12880-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
phosphogluconate dehydratase	PGLUCONDEHYDRAT-MONOMER	
protein involved in biofilm formation	G6607-MONOMER	
hydrogenase 4, component F	MONOMER0-143	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
H-NS DNA-binding transcriptional dual regulator	PD00288	((cytosol, CCO-CYTOSOL) (membrane, CCO-MEMBRANE))
conserved protein	EG12081-MONOMER	((pilus, CCO-PILUS))
histidine ABC transporter - periplasmic binding protein	HISJ-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
predicted glucosyltransferase	G6215-MONOMER	
putative tagatose-6-phosphate aldose/ketose isomerase	G7634-MONOMER	
valine-pyruvate aminotransferase	VALINE-PYRUVATE-AMINOTRANSFER-MONOMER	((cytosol, CCO-CYTOSOL))
cobalamin-independent homocysteine transmethylase	HOMOCYSMET-MONOMER	((cytosol, CCO-CYTOSOL))
hexuronate transporter	EXUT-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
nitrite transporter NirC	NIRC-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
putative protein secretion protein for export	G7703-MONOMER	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
small protein	MONOMER0-2873	
peptidoglycan synthetase; penicillin-binding protein 1A	EG10748-MONOMER	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted acyltransferase with acyl-CoA N-acyltransferase domain	G7269-MONOMER	
predicted oxidoreductase with FAD/NAD(P)-binding domain	G7432-MONOMER	
predicted ATP-dependent helicase	EG12045-MONOMER	
predicted protein	EG11089-MONOMER	
hypothetical protein	MONOMER0-2830	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
antitoxin of the YkfI-YafW toxin-antitoxin pair	G6121-MONOMER	
predicted inner membrane peptidase	EG10956-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
malate:quinone oxidoreductase	EG12069-MONOMER	((membrane, CCO-MEMBRANE))
predicted carbamate kinase-like protein	G6188-MONOMER	
D-galactono-&gamma;-lactonase / gluconolactonase	GLUCONOLACT-MONOMER	
inhibitor of &sigma;<sup>S</sup> proteolysis	G7923-MONOMER	((cytosol, CCO-CYTOSOL))
ClpB chaperone	EG10157-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
50S ribosomal subunit protein L13	EG10874-MONOMER	((ribosome, CCO-RIBOSOME))
choline dehydrogenase	CHD-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted lyase/synthase	G7911-MONOMER	((cytosol, CCO-CYTOSOL))
GDP-mannose hydrolase	EG12410-MONOMER	
NADH:ubiquinone oxidoreductase, chain CD	NUOC-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
e14 prophage; predicted protein	G6592-MONOMER	
30S ribosomal subunit protein S16	EG10915-MONOMER	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
IdnR transcriptional regulator	G7891-MONOMER	((cytosol, CCO-CYTOSOL))
YagG GPH Transporter	B0270-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-methionine / D-methionine ABC transporter - ATP binding subunit	ABC-MONOMER	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
conserved protein	G7681-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted protein	MONOMER0-2772	
pantetheine-phosphate adenylyltransferase monomer	PANTEPADENYLYLTRAN-MONOMER	((cytosol, CCO-CYTOSOL))
deoxyguanosine triphosphate triphosphohydrolase	DGTPTRIPHYDRO-MONOMER	((cytosol, CCO-CYTOSOL))
TolC monomer	EG11009-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
MrcC subunit of 5-methylcytosine restriction system	EG10575-MONOMER	((cytosol, CCO-CYTOSOL))
4-diphosphocytidyl-2C-methyl-D-erythritol synthetase monomer	G7423-MONOMER	((cytosol, CCO-CYTOSOL))
PssA	PHOSPHASERSYN-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted lipoprotein	G6785-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
curlin, major subunit	EG11489-MONOMER	((pilus, CCO-PILUS))
myristoyl-acyl carrier protein (ACP)-dependent acyltransferase	MYRISTOYLACYLTRAN-MONOMER	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
putative channel/filament protein	EG12020-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
L-valine efflux transporter - YgaH subunit	G7406-MONOMER	
YbbP	YBBP-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
nicotinate-mononucleotide adenylyltransferase	NICONUCADENYLYLTRAN-MONOMER	
molybdate ABC transporter - periplasmic binding protein	MODA-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
cellulose synthase, catalytic subunit	EG12260-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
YajC	EG11096-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
oxidase involved in cellulose synthesis	EG12257-MONOMER	((membrane, CCO-MEMBRANE))
AgaX	AGAX-MONOMER	((membrane, CCO-MEMBRANE) (cytosol, CCO-CYTOSOL))
XapA	XANTHOSINEPHOSPHORY-MONOMER	((cytosol, CCO-CYTOSOL))
exonuclease X	G7016-MONOMER	((cytosol, CCO-CYTOSOL))
glutamate-pyruvate aminotransferase	G7184-MONOMER	((cytosol, CCO-CYTOSOL))
predicted Zn(II) transporter	G6674-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
hydrogen sulfide synthesis [multifunctional]	EG11600-MONOMER	((cytosol, CCO-CYTOSOL))
YjeM APC transporter	YJEM-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
Qin prophage; cold shock protein; predicted DNA-binding transcriptional regulator	EG12203-MONOMER	((cytosol, CCO-CYTOSOL))
HemG	PROTOPORGENOXI-MONOMER	((membrane, CCO-MEMBRANE))
CP4-57 prophage; predicted antitoxin of the YpjF-YfjZ toxin-antitoxin system	G7380-MONOMER	
predicted oxidoreductase	G7531-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	EG11156-MONOMER	((pilus, CCO-PILUS))
HokC, Gef toxin; interferes with membrane function when in excess	MONOMER0-1564	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
NagC DNA-binding transcriptional dual regulator	PD00266	((cytosol, CCO-CYTOSOL))
copper / silver efflux transport system - periplasmic binding protein	G6321-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
2,3-diketo-L-gulonate reductase monomer	EG12279-MONOMER	((cytosol, CCO-CYTOSOL))
phosphoribosylamine-glycine ligase	GLYCRIBONUCSYN-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	EG11116-MONOMER	
predicted transporter	B1828-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
RcsB-P<SUP>asp56</SUP>	PHOSPHO-RCSB	
Qin prophage; small protein	EG11301-MONOMER	((cytosol, CCO-CYTOSOL))
protein involved in plasmid replication	EG12106-MONOMER	
predicted S-adenosyl-L-methionine-dependent methyltransferase	G6100-MONOMER	
predicted cytochrome	G7062-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted epimerase, with NAD(P)-binding Rossmann-fold domain	G7089-MONOMER	
inner membrane protein	G7608-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
putative pyrimidine nucleoside transporter	YEIJ-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
4-aminobutyrate aminotransferase monomer	GABATRANSAM-MONOMER	
4-acetamido-4,6-dideoxy-D-galactose transferase	G7800-MONOMER	((cell wall (sensu Gram-negative Bacteria), CCO-CW-BAC-NEG) (cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
2'-5' RNA ligase	EG12330-MONOMER	
acyl carrier protein phosphodiesterase	EG11095-MONOMER	
predicted protamine-like protein	EG11016-MONOMER	((cytosol, CCO-CYTOSOL))
predicted structural protein, ethanolamine utilization microcompartment	G7287-MONOMER	
DeoA	DEOA-MONOMER	((membrane, CCO-MEMBRANE))
L-serine deaminase II	LSERINEDEAM2-MONOMER	
Holliday junction nuclease; resolution of structures; repair	EG10925-MONOMER	((cytosol, CCO-CYTOSOL))
phosphoribosylformylglycinamide synthetase	FGAMSYN-MONOMER	((cytosol, CCO-CYTOSOL))
MzrA	G7610-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
predicted DNA-binding transcriptional regulator LYSR-type	G7518-MONOMER	
predicted periplasmic protein involved in swarming motility	G7354-MONOMER	
citrate lyase synthetase	CITC-MONOMER	((cytosol, CCO-CYTOSOL))
tRNA (cytidine/uridine-2'-<i>O</i>)-ribose methyltransferase	EG11888-MONOMER	((cytosol, CCO-CYTOSOL))
2Fe-2S cluster-containing protein involved in diferric-tyrosyl radical cofactor maintenance	EG12360-MONOMER	((cytosol, CCO-CYTOSOL))
chaperone protein DnaK	EG10241-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
Dan	EG12694-MONOMER	
LrhA DNA-binding transcriptional dual regulator	EG12123-MONOMER	((cytosol, CCO-CYTOSOL))
phosphodiesterase, c-di-GMP-specific	EG11236-MONOMER	
predicted hydrolase, inner membrane	G7655-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
TonB energy transducing system - TonB subunit	EG11012-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
DLP12 prophage; predicted protein	G6314-MONOMER	
periplasmic trehalase	TREHALAPERI-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
predicted protein	EG11770-MONOMER	((membrane, CCO-MEMBRANE))
GlmU	NAG1P-URIDYLTRANS-MONOMER	((cytosol, CCO-CYTOSOL))
30S ribosomal subunit protein S10	EG10909-MONOMER	((cytosol, CCO-CYTOSOL) (ribosome, CCO-RIBOSOME))
predicted DNA-binding transcriptional regulator, NAGC-like	G7344-MONOMER	
acetyl-CoA carboxyltransferase, &beta; subunit	CARBOXYL-TRANSFERASE-BETA-MONOMER	((cytosol, CCO-CYTOSOL))
conserved protein	EG11763-MONOMER	
GAP-like protein that activates GTPase activity of Der	EG11835-MONOMER	
glycine betaine / proline ABC transporter - periplasmic binding protein	PROX-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
50S ribosomal subunit stability factor	G7319-MONOMER	((cytosol, CCO-CYTOSOL))
predicted transposase	MONOMER0-2662	
predicted DNA-binding transcriptional regulator	G7397-MONOMER	
PyrH	UMPKI-MONOMER	((cytosol, CCO-CYTOSOL))
predicted inner membrane protein	EG12842-MONOMER	
conserved protein	EG11084-MONOMER	
MenF	MENF-MONOMER	
CTP:molybdopterin cytidylyltransferase	G7496-MONOMER	
PaaX	G6720-MONOMER	
aldose sugar dehydrogenase	G6437-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
protein possibly involved in ribosome structure or function	EG11837-MONOMER	
GhrB	MONOMER-43	((cytosol, CCO-CYTOSOL))
predicted diguanylate cyclase	EG12256-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
TolB	EG11008-MONOMER	((membrane, CCO-MEMBRANE) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
predicted inner membrane protein	EG11122-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
putrescine:H<sup>+</sup> symporter PuuP	B1296-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
trehalose-6-phosphate phosphatase	TREHALOSEPHOSPHASYN-MONOMER	((cytosol, CCO-CYTOSOL))
SpeC	ORNDECARBOX-BIO-MONOMER	((cytosol, CCO-CYTOSOL))
lysine:H<sup>+</sup> symporter	LYSP-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
CP4-44 prophage; predicted protein	G7083-MONOMER	
GlpR DNA-binding transcriptional repressor	PD03576	((cytosol, CCO-CYTOSOL))
NagA	NAG6PDEACET-MONOMER	
phosphonate ABC transporter - ATP binding subunit	PHNC-MONOMER	((cytosol, CCO-CYTOSOL) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
murein LD-carboxypeptidase / murein DD-endopeptidase	G7147-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
lipoprotein	G7644-MONOMER	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
DpiB sensory histidine kinase - phosphorylated	PHOSPHO-DPIB	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
hypothetical protein	MONOMER0-2829	
UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine <i>N</i>-acyltransferase	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO	
CusR	G6319-MONOMER	((cytosol, CCO-CYTOSOL))
membrane-bound lytic murein transglycosylase A	G7457-MONOMER	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
conserved protein	EG11537-MONOMER	
flagellar motor switch protein FliN	FLIN-FLAGELLAR-C-RING-SWITCH	((cell projection, CCO-CELL-PROJECTION) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
