"Object ID"	"Polypeptides"	"Synonyms"	"Molecular-Weight-KiloDaltons"
"B1065-MONOMER"	B1065-MONOMER	"MdtH" // "YceL"	44.363
"YJIO-MONOMER"	YJIO-MONOMER	"MdtM" // "YjiO" // "MdtM drug MFS transporter" // "multidrug efflux pump MdtM"	44.688 // 37.0
"G6396-MONOMER"	G6396-MONOMER	"AcrZ" // "YbhT" // "small membrane protein that interacts with the AcrAB-TolC multidrug efflux pump"	5.3
"BCR-MONOMER"	BCR-MONOMER	"Sur" // "SuxA" // "BicR" // "BicA" // "Bcr"	43.353 // 31.0
"EMRD-MONOMER"	EMRD-MONOMER	"YicQ" // "EmrD"	42.216
"CMR-MONOMER"	CMR-MONOMER	"CmlA" // "Cmr" // "MdfA"	44.321
"YDHE-MONOMER"	YDHE-MONOMER	"NorM" // "MdtK" // "YdhE" // "NorE"	49.447
"EG11703-MONOMER"	EG11703-MONOMER	"SipB" // "Mbl" // "Lir" // "NbsA" // "MtcA" // "AcrA" // "acridine efflux pump" // "AcrA membrane fusion protein" // "periplasmic adaptor protein AcrA"	42.197
"EG10266-MONOMER"	EG10266-MONOMER	"EnvC" // "AcrE"	41.318 // 39
"EG11354-MONOMER"	EG11354-MONOMER	"EmrA"	42.736
"G7233-MONOMER"	G7233-MONOMER	"EmrK"	42.585
"MDTA"	MDTA	"MdtA membrane fusion protein" // "YegM"	44.464
"EG12240-MONOMER"	EG12240-MONOMER	"YhiU" // "MdtE"	41.191
"EMRB-MONOMER"	EMRB-MONOMER	"EmrB"	55.624
"EMRY-MONOMER"	EMRY-MONOMER	"EmrY"	56.001
"ACRB-MONOMER"	ACRB-MONOMER	"AcrE" // "AcrB" // "AcrB RND permease" // "acriflavine resistance protein B"	113.573
"ACRD-MONOMER"	ACRD-MONOMER	"YffA"	113.047
"ACRF-MONOMER"	ACRF-MONOMER	"EnvD" // "AcrF"	111.454
"YHIV-MONOMER"	YHIV-MONOMER	"YhiV" // "MdtF"	111.517
"B2075-MONOMER"	B2075-MONOMER	"YegN"	112.077
"B2076-MONOMER"	B2076-MONOMER	"YegO"	111.01
"EMRE-MONOMER"	EMRE-MONOMER	"MvrC" // "EmrE" // "EB<sup>R</sup>"	11.958 // 12
"B1599-MONOMER"	B1599-MONOMER	"MdtI" // "YdgE" // "Em109"	11.72
"B1600-MONOMER"	B1600-MONOMER	"MdtJ" // "YdgF" // "Em121"	13.115
"THIOESTERI-MONOMER"	THIOESTERI-MONOMER	"PldC" // "ApeA" // "TesA" // "long chain fatty acyl thioesterase I" // "lysophospholipase L<SUB>1</SUB>" // "lecithinase B" // "phospholipase B" // "thioesterase I" // "acyl-CoA thioesterase I"	23.622 // 30.0
"G7425-MONOMER"	G7425-MONOMER	"YgbT" // "Cas1"	33.194
"EG11599-MONOMER"	EG11599-MONOMER	"MarB"	7.537
"EG12297-MONOMER"	EG12297-MONOMER	"EnvC" // "YibP" // "divisome associated factor, activator of peptidoglycan hydrolases"	46.595 // 39
"EG12111-MONOMER"	EG12111-MONOMER	"NlpD" // "NlpD divisome associated factor; activates peptidoglycan hydrolase"	40.149
"G6621-MONOMER"	G6621-MONOMER	"YcgQ" // "LdcA"	33.567 // 32
"EG10544-MONOMER"	EG10544-MONOMER	"MlpA" // "Lpp" // "21697552"	8.323
"OPPD-MONOMER"	OPPD-MONOMER	"OppD"	37.188
"OPPF-MONOMER"	OPPF-MONOMER	"OppF"	37.198
"OPPB-MONOMER"	OPPB-MONOMER	"OppB"	33.443
"OPPC-MONOMER"	OPPC-MONOMER	"OppC"	33.022
"G6665-MONOMER"	G6665-MONOMER	"YnaH" // "MppA"	59.9 // 58
"G6662-MONOMER"	G6662-MONOMER	"YcjI" // "MpaA"	26.558
"AMPG-MONOMER"	AMPG-MONOMER	"AmpG"	53.245
"MYRISTOYLACYLTRAN-MONOMER"	MYRISTOYLACYLTRAN-MONOMER	"WaaN" // "Mlt" // "LpxM" // "MsbB"	37.41
"CELC-MONOMER"	CELC-MONOMER	"CelC" // "EIIA<sup>chb</sup>" // "Enzyme IIA<sup>chb</sup>" // "EIII<sup>chb</sup>" // "Enzyme III<sup>chb</sup>"	12.748
"CELA-MONOMER"	CELA-MONOMER	"CelA" // "Enzyme IIB<sup>cel</sup>" // "EIIB<sup>cel</sup>" // "EII<sup>chb</sup>" // "Enzyme IIB<sup>chb</sup>"	11.427
"CELB-MONOMER"	CELB-MONOMER	"Hic" // "CelB" // "EIIC<sup>cel</sup>" // "Enzyme IIC<sup>cel</sup>" // "EIIC<sup>chb</sup>" // "Enzyme IIC<sup>chb</sup>"	48.332
"G7632-MONOMER"	G7632-MONOMER	"YhaY" // "AgaV" // "EIIB<sup>Aga</sup>" // "EIIB<sup>GalNAc</sup>" // "Enzyme IIB<sup>Aga</sup>" // "Enzyme IIB<sup>GalNAc</sup>"	17.086
"G7633-MONOMER"	G7633-MONOMER	"YhaZ" // "AgaW" // "EIIC'<sup>Aga</sup>" // "EIIC'<sup>GalNAc</sup>" // "Enzyme IIC'<sup>Aga</sup>" // "Enzyme IIC'<sup>GalNAc</sup>"	13.721
"G6576-MONOMER"	G6576-MONOMER	"YcfX" // "NagK"	33.043 // 34.0
"NAGE-MONOMER"	NAGE-MONOMER	"PtsN" // "PstN" // "NagE"	68.347
"NAG6PDEACET-MONOMER"	NAG6PDEACET-MONOMER	"NagA"	40.949 // 41
"NACGLCTRANS-MONOMER"	NACGLCTRANS-MONOMER	"MurG"	37.815 // 37.0
"N-ACETYLTRANSFER-MONOMER"	N-ACETYLTRANSFER-MONOMER	"ArgA"	49.195 // 51.7
"N-ACETYLGLUTPREDUCT-MONOMER"	N-ACETYLGLUTPREDUCT-MONOMER	"ArgC"	35.952
"NANK-MONOMER"	NANK-MONOMER	"YhcI" // "NanK"	29.644
"G7263-MONOMER"	G7263-MONOMER	"YfeU" // "MurQ"	31.22
"MONOMER0-5"	MONOMER0-5	"MurP" // "YfeV" // "EIIBC<sup>NAcMur</sup>" // "Enzyme IIBC<sup>NAcMur</sup>"	49.802 // 37
"NACMURLALAAMI1-MONOMER"	NACMURLALAAMI1-MONOMER	"YfeE" // "AmiA"	31.412
"NACMURLALAAMI2-MONOMER"	NACMURLALAAMI2-MONOMER	"YjeD" // "AmiB" // "N-acetylmuramoyl-L-alanine amidase 2"	47.985
"G7458-MONOMER"	G7458-MONOMER	"YgdN" // "AmiC"	45.634
"G6452-MONOMER"	G6452-MONOMER	"YbjR" // "AmiD"	31.072
"ACNEULY-MONOMER"	ACNEULY-MONOMER	"Npl" // "NanA"	32.593 // 33.0
"G7920-MONOMER"	G7920-MONOMER	"YjhT" // "NanM"	39.572
"NANT-MONOMER"	NANT-MONOMER	"NanT"	53.551
"G7921-MONOMER"	G7921-MONOMER	"NanC" // "YjhA"	27.888
"ACETYLORNTRANSAM-MONOMER"	ACETYLORNTRANSAM-MONOMER	"Dtu" // "DapC" // "ArgD"	43.767 // 39.9
"G7758-MONOMER"	G7758-MONOMER	"YhhY"	18.794
"G6890-MONOMER"	G6890-MONOMER	"YdhN" // "NemA" // "N-ethylmaleimide reductase, FMN-linked"	39.516 // 40.0
"EG11579-MONOMER"	EG11579-MONOMER	"YbiA"	18.669
"SARCOX-MONOMER"	SARCOX-MONOMER	"SolA"	40.902 // 41
"SUCCARGDIHYDRO-MONOMER"	SUCCARGDIHYDRO-MONOMER	"YdjT" // "AstB"	49.299
"PURE-MONOMER"	PURE-MONOMER	"Ade" // "purE1 peptide" // "AIR carboxylase subunit" // "catalytic subunit, AIR carboxylase" // "PurE"	17.78 // 17.0
"G6991-MONOMER"	G6991-MONOMER	"TsaB" // "YeaZ"	25.181 // 27.0
"EG11171-MONOMER"	EG11171-MONOMER	"TsaD" // "YgjD" // "Gcp"	36.008
"EG11757-MONOMER"	EG11757-MONOMER	"TsaE" // "YjeE"	16.853
"CHAA-MONOMER"	CHAA-MONOMER	"ChaA"	39.168
"NHAA-MONOMER"	NHAA-MONOMER	"Hyc" // "Ant" // "AntA" // "NhaA"	41.356 // 35.0
"NHAB-MONOMER"	NHAB-MONOMER	"NhaB"	56.728 // 47.0
"MONOMER0-541"	MONOMER0-541	"YfjE" // "NadK" // "YfjB"	32.566 // 30
"NAD-SYNTH-MONOMER"	NAD-SYNTH-MONOMER	"Efg" // "NtrL" // "NadE"	30.637 // 35.0
"DIHYDROPTERIREDUCT-MONOMER"	DIHYDROPTERIREDUCT-MONOMER	"Ntr" // "NfsB" // "DprA" // "NfnB"	23.905 // 27.0
"G7868-MONOMER"	G7868-MONOMER	"QorB" // "YtfG" // "QOR2"	29.733
"PD01343"	PD01343	"WrbA"	20.846 // 21
"EG11758-MONOMER"	EG11758-MONOMER	"Nnr" // "YjeF"	54.65
"NADNUCLEOSID-MONOMER"	NADNUCLEOSID-MONOMER		
"G6811-MONOMER"	G6811-MONOMER	"YneI" // "Sad"	49.718 // 55.0
"TRKA-MONOMER"	TRKA-MONOMER	"TrkA"	50.368 // 53
"EG11289-MONOMER"	EG11289-MONOMER	"PreA" // "YeiA"	45.069
"G7145-MONOMER"	G7145-MONOMER	"PreT" // "YeiT"	44.329
"NQOR-MONOMER"	NQOR-MONOMER		24.0d0
"G6456-MONOMER"	G6456-MONOMER	"YbjV" // "Hcr"	35.74 // 34.6
"EG11702-MONOMER"	EG11702-MONOMER	"NudC" // "YjaD"	29.689 // 29
"G6958-MONOMER"	G6958-MONOMER	"YdjG"	36.329
"EG12450-MONOMER"	EG12450-MONOMER	"YgaL" // "NorW" // "YgbD"	41.404
"NADH-DHII-MONOMER"	NADH-DHII-MONOMER	"Ndh" // "NDH-2" // "NADH dhII" // "NADH dehydrogenase II" // "NQR" // "NADH-quinone reductase"	47.359 // 45.0
"NUOA-MONOMER"	NUOA-MONOMER	"NuoA" // "NADH:ubiquinone oxidoreductase, membrane subunit A"	16.457
"NUOB-MONOMER"	NUOB-MONOMER	"NuoB" // "NADH:ubiquinone oxidoreductase, chain B"	25.056
"NUOC-MONOMER"	NUOC-MONOMER	"NuoD" // "NuoCD" // "NuoC" // "NADH:ubiquinone oxidoreductase, chain CD"	68.236 // 65.0
"NUOE-MONOMER"	NUOE-MONOMER	"NuoE" // "NADH:ubiquinone oxidoreductase, chain E"	18.59
"NUOF-MONOMER"	NUOF-MONOMER	"NuoF" // "NADH:ubiquinone oxidoreductase, chain F"	49.292
"NUOG-MONOMER"	NUOG-MONOMER	"NuoG" // "NADH:ubiquinone oxidoreductase, chain G"	100.299
"NUOH-MONOMER"	NUOH-MONOMER	"NuoH" // "NADH:ubiquinone oxidoreductase, membrane subunit H"	36.219
"NUOI-MONOMER"	NUOI-MONOMER	"NuoI" // "NADH:ubiquinone oxidoreductase, chain I"	20.538
"NUOJ-MONOMER"	NUOJ-MONOMER	"NuoJ" // "NADH:ubiquinone oxidoreductase, membrane subunit J"	19.875
"NUOK-MONOMER"	NUOK-MONOMER	"NuoK" // "NADH:ubiquinone oxidoreductase, membrane subunit K"	10.845 // 11
"NUOL-MONOMER"	NUOL-MONOMER	"NuoL" // "NADH:ubiquinone oxidoreductase, membrane subunit L"	66.438
"NUOM-MONOMER"	NUOM-MONOMER	"NuoA" // "NuoM" // "NADH:ubiquinone oxidoreductase, membrane subunit M"	56.525
"NUON-MONOMER"	NUON-MONOMER	"NuoN" // "NADH:ubiquinone oxidoreductase, membrane subunit N"	52.044
"NADPPHOSPHAT-MONOMER"	NADPPHOSPHAT-MONOMER		
"G6269-MONOMER"	G6269-MONOMER	"YbbO"	29.41
"EG11292-MONOMER"	EG11292-MONOMER	"YghA"	31.488
"GLU6PDEHYDROG-MONOMER"	GLU6PDEHYDROG-MONOMER	"Zwf" // "G6PDH"	55.704 // 52.0
"SUCCSEMIALDDEHYDROG-MONOMER"	SUCCSEMIALDDEHYDROG-MONOMER	"GabD"	51.72
"G7564-MONOMER"	G7564-MONOMER	"YqhD"	42.097 // 43.0
"G6760-MONOMER"	G6760-MONOMER	"YncB" // "CurA"	37.61 // 38.0
"G7593-MONOMER"	G7593-MONOMER	"YqjH" // "ferric reductase, NADPH-dependent"	28.872
"MONOMER0-146"	MONOMER0-146	"YcbP" // "SsuE"	21.253 // 25.4
"EG11261-MONOMER"	EG11261-MONOMER	"YbjB" // "NfsA" // "MdaA"	26.801 // 24.0
"EG12656-MONOMER"	EG12656-MONOMER	"MdaB" // "NADPH quinone reductase"	21.891 // 21
"G7317-MONOMER"	G7317-MONOMER	"YfgI" // "conserved protein, involved in DNA damage response"	20.23
"NAPD-MONOMER"	NAPD-MONOMER	"YojF" // "NapD" // "signal peptide-binding chaperone for NapA"	9.468
"NARW-MONOMER"	NARW-MONOMER	"ChlZ" // "NarW"	26.161
"EG10564-MONOMER"	EG10564-MONOMER	"MalY" // "bifunctional &beta;-cystathionase, PLP-dependent and regulator of maltose regulon"	43.642 // 42.0
"EG10735-MONOMER"	EG10735-MONOMER	"Pst" // "PhoT" // "PhoU"	27.417 // 27.0
"G6264-MONOMER"	G6264-MONOMER	"YbbJ"	16.939
"NIKD-MONOMER"	NIKD-MONOMER	"NikD" // "HydC" // "HydD"	26.82
"NIKE-MONOMER"	NIKE-MONOMER	"NikE" // "HydC" // "HydD"	29.722
"NIKB-MONOMER"	NIKB-MONOMER	"NikB" // "HydC" // "HydD"	35.248 // 27.5
"NIKC-MONOMER"	NIKC-MONOMER	"NikC" // "HydC" // "HydD"	30.362
"NIKA-MONOMER"	NIKA-MONOMER	"NikA" // "HydD" // "HydC"	58.719 // 59.0
"G7138-MONOMER"	G7138-MONOMER	"YohM" // "RcnA"	30.419
"CORA-MONOMER"	CORA-MONOMER	"CorA" // "CorA magnesium ion MIT transporter" // "nickel/cobalt/magnesium transporter"	36.59 // 39.0
"NICOTINAMID-MONOMER"	NICOTINAMID-MONOMER	"Nam" // "YdjB" // "PncA"	23.362 // 30.0
"PNUC-MONOMER"	PNUC-MONOMER	"PnuC"	26.996
"NICOTINATEPRIBOSYLTRANS-MONOMER"	NICOTINATEPRIBOSYLTRANS-MONOMER	"PncB"	45.897 // 43
"NICONUCADENYLYLTRAN-MONOMER"	NICONUCADENYLYLTRAN-MONOMER	"FusB" // "YbeN" // "NadD"	24.528
"DMBPPRIBOSYLTRANS-MONOMER"	DMBPPRIBOSYLTRANS-MONOMER	"CobT"	36.987
"NARJ-MONOMER"	NARJ-MONOMER	"NarJ" // "molybdenum cofactor assembly chaperone subunit (&delta; subunit) of nitrate reductase 1"	26.449
"NARG-MONOMER"	NARG-MONOMER	"ChlC" // "NarC" // "NarG"	140.489
"NARH-MONOMER"	NARH-MONOMER	"ChlC" // "NarH"	58.066
"NARI-MONOMER"	NARI-MONOMER	"ChlI" // "NarI"	25.497
"NARZ-MONOMER"	NARZ-MONOMER	"ChlZ" // "NarZ"	140.226
"NARY-MONOMER"	NARY-MONOMER	"ChlZ" // "NarY"	58.558
"NARV-MONOMER"	NARV-MONOMER	"ChlZ" // "NarV"	26.018
"NARU-MONOMER"	NARU-MONOMER	"YddF" // "NarU" // "NarU MFS nitrate/nitrite antiporter"	49.89
"NARK-MONOMER"	NARK-MONOMER	"NarK" // "NarK MFS nitrite transporter"	49.693
"EG10456-MONOMER"	EG10456-MONOMER	"Hmp" // "FsrB" // "HmpA" // "flavohemoglobin" // "flavohemoprotein"	43.868 // 44.0
"NIRB-MONOMER"	NIRB-MONOMER	"NirB" // "nitrite reductase large subunit"	93.121
"NIRD-MONOMER"	NIRD-MONOMER	"NirD" // "nitrite reductase small subunit"	12.284
"NIRC-MONOMER"	NIRC-MONOMER	"NirC" // "NirC nitrite FNT transporter"	28.562
"PROTEIN-PII2"	PROTEIN-PII2	"YbaI" // "GlnK" // "unmodified protein PII 2" // "[protein PII2]" // "PII2" // "nitrogen regulatory protein GlnK" // "nitrogen regulator PII 2"	12.259
"PROTEIN-PII"	PROTEIN-PII	"GlnB" // "[protein PII]" // "unmodified PII" // "PII" // "regulatory protein P-II; regulation of nitrogen metabolism and fatty acid biosynthesis"	12.425
"EG11133-MONOMER"	EG11133-MONOMER	"NlpC"	17.283
"G6111-MONOMER"	G6111-MONOMER	"YafL" // "C40 family non-peptidase homologue"	28.785
"G7409-MONOMER"	G7409-MONOMER	"PncC" // "YgaD"	17.582 // 20.0
"NMNNUCLEOSID-MONOMER"	NMNNUCLEOSID-MONOMER		
"EG11580-MONOMER"	EG11580-MONOMER	"YbiB"	35.049
"EG11320-MONOMER"	EG11320-MONOMER	"YbaD" // "NrdR"	17.229
"EG12119-MONOMER"	EG12119-MONOMER	"YchJ"	16.99
"EG11191-MONOMER"	EG11191-MONOMER	"YicB" // "Ttk" // "SlmA"	22.836
"EG12158-MONOMER"	EG12158-MONOMER	"YaiD" // "RdgC"	33.993 // 35.0
"EG12048-MONOMER"	EG12048-MONOMER	"NdpA" // "YejK"	37.822 // 37.0
"NUCLEOSIDE-DIP-KIN-MONOMER"	NUCLEOSIDE-DIP-KIN-MONOMER	"Ndk"	15.463 // 16.5d0
"G6337-MONOMER"	G6337-MONOMER	"Rnk"	14.927 // 16.0
"EG12159-MONOMER"	EG12159-MONOMER	"PpnP" // "YaiE"	10.234
"EG11298-MONOMER"	EG11298-MONOMER	"YhdE"	21.515
"EG10572-MONOMER"	EG10572-MONOMER	"MazG"	30.412
"EG11035-MONOMER"	EG11035-MONOMER	"NupA" // "Tsx" // "nucleoside channel; receptor of phage T6 and colicin K"	33.589
"NUPC-MONOMER"	NUPC-MONOMER	"Cru" // "NupC" // "NupC nucleoside NUP transporter"	43.476 // 43.0
"NUPG-MONOMER"	NUPG-MONOMER	"NupG" // "NupG nucleoside MFS transporter"	46.389
"EG12373-MONOMER"	EG12373-MONOMER	"PpnN" // "YgdH"	50.972
"G6699-MONOMER"	G6699-MONOMER	"YzzL" // "UspF" // "YnaF"	16.017
"G6240-MONOMER"	G6240-MONOMER	"YajQ"	18.344 // 18.2
"EG10416-MONOMER"	EG10416-MONOMER	"GrpE" // "heat shock protein GrpE"	21.798 // 23.0
"G6550-MONOMER"	G6550-MONOMER	"YmdB"	18.88
"ACSERLYA-MONOMER"	ACSERLYA-MONOMER	"Ssi5" // "CysK"	34.49 // 34.0
"EG12274-MONOMER"	EG12274-MONOMER	"YiaH" // "WecH"	37.57
"EG11424-MONOMER"	EG11424-MONOMER	"WaaL" // "RfaL"	46.878
"O-SUCCINYLBENZOATE-COA-SYN-MONOMER"	O-SUCCINYLBENZOATE-COA-SYN-MONOMER	"MenC"	35.477
"O-SUCCINYLBENZOATE-COA-LIG-MONOMER"	O-SUCCINYLBENZOATE-COA-LIG-MONOMER	"MenE"	50.185 // 49
"O-SUCCHOMOSERLYASE-MONOMER"	O-SUCCHOMOSERLYASE-MONOMER	"MetB"	41.55 // 40.0
"G7864-MONOMER"	G7864-MONOMER	"YtfB"	23.505
"EG11441-MONOMER"	EG11441-MONOMER	"OpdA" // "PrlC"	77.167 // 67
"EG11004-MONOMER"	EG11004-MONOMER	"Tlp" // "PtrB" // "protease II" // "OpdB"	79.49 // 80.0
"OPPA-MONOMER"	OPPA-MONOMER	"OppA"	60.899
"G7842-MONOMER"	G7842-MONOMER	"YjeR" // "Orn"	20.816 // 20
"CHAINF-MONOMER"	CHAINF-MONOMER	"ArgF" // "ornithine carbamoyltransferase chain F"	36.827
"CHAINI-MONOMER"	CHAINI-MONOMER	"ArgI" // "ornithine carbamoyltransferase chain I"	36.907
"ORNDECARBOX-BIO-MONOMER"	ORNDECARBOX-BIO-MONOMER	"SpeC"	79.416 // 82.0
"ORNDECARBOXDEG-MONOMER"	ORNDECARBOXDEG-MONOMER	"SpeF"	82.416 // 80.0
"OROPRIBTRANS-MONOMER"	OROPRIBTRANS-MONOMER	"PyrE"	23.567 // 23.0
"OROTPDECARB-MONOMER"	OROTPDECARB-MONOMER	"PyrF"	26.35 // 27
"G6756-MONOMER"	G6756-MONOMER	"OrtT" // "YdcX"	6.646
"EG11182-MONOMER"	EG11182-MONOMER	"YhfA"	14.517
"PROP-MONOMER"	PROP-MONOMER	"ProP proline/betaine MFS transporter" // "ProP" // "proline permease II" // "proline porter II"	54.846 // 42.0
"EG11885-MONOMER"	EG11885-MONOMER	"MdoA" // "MdoG" // "OpgG"	57.912 // 56
"EG11886-MONOMER"	EG11886-MONOMER	"OpgH" // "MdoA" // "MdoH" // "OPG glycosyltransferase"	96.937
"EG10680-MONOMER"	EG10680-MONOMER	"OsmC" // "osmotically inducible protein"	15.088 // 14
"EG10679-MONOMER"	EG10679-MONOMER	"OsmB"	6.948
"EG10044-MONOMER"	EG10044-MONOMER	"Anr" // "OsmE"	12.021
"EG11009-MONOMER"	EG11009-MONOMER	"WeeA" // "Toc" // "RefI" // "MukA" // "MtcB" // "TolC"	53.741
"G7642-MONOMER"	G7642-MONOMER	"LpoA" // "YraM"	72.825
"G6565-MONOMER"	G6565-MONOMER	"LpoB" // "YcfM"	22.516
"G7837-MONOMER"	G7837-MONOMER	"YjeL" // "Blc" // "outer membrane lipoprotein (lipocalin)"	19.852 // 13.0
"G6465-MONOMER"	G6465-MONOMER	"YzzV" // "LplA" // "LolA" // "p20" // "periplasmic chaperone, effects translocation of lipoproteins from inner membrane to outer"	22.497
"EG11293-MONOMER"	EG11293-MONOMER	"YchC" // "LolB" // "HemM" // "outer membrane lipoprotein, localization of lipoproteins in the outer membrane"	23.551
"RCSF-MONOMER"	RCSF-MONOMER	"RcsF" // "RcsF outer membrane lipoprotein - activates the Rcs pathway during envelope stress"	14.163
"G6881-MONOMER"	G6881-MONOMER	"SlyB"	15.602
"EG12875-MONOMER"	EG12875-MONOMER	"YbhC"	46.082
"MONOMER0-341"	MONOMER0-341	"PldA" // "OMPLA" // "Outer Membrane Phospholipase A"	33.163 // 29.0
"G7107-MONOMER"	G7107-MONOMER	"Wza"	41.91
"EG10669-MONOMER"	EG10669-MONOMER	"Tut" // "Con" // "TolG" // "OmpA" // "outer membrane protein II*" // "polypeptide II*" // "protein II*" // "outer membrane protein D" // "outer membrane protein 3a" // "outer membrane protein 0-11" // "outer membrane protein B"	37.201
"EG10670-MONOMER"	EG10670-MONOMER	"Par" // "MeoA" // "outer membrane protein A<sub>2</sub>" // "outer membrane protein Ib" // "outer membrane protein 4" // "outer membrane protein 0-8" // "OmpC"	40.368
"EG10671-MONOMER"	EG10671-MONOMER	"NfxB" // "TolF" // "Cry" // "CmlB" // "outer membrane protein F" // "colB" // "outer membrane protein A<sub>1</sub>" // "outer membrane protein 1a" // "outer membrane protein 4" // "outer membrane protein b" // "outer membrane protein 0-9" // "OmpF"	39.333
"G6866-MONOMER"	G6866-MONOMER	"GusC" // "UidC"	46.648 // 44
"G6657-MONOMER"	G6657-MONOMER	"OmpG"	34.913
"G6700-MONOMER"	G6700-MONOMER	"YnaG" // "OmpN"	41.22 // 39
"MONOMER0-282"	MONOMER0-282	"OmpE" // "outer membrane pore protein E (E,Ic,NmpAB)" // "PhoE" // "outer membrane phosphoporin"	38.922
"EG10673-MONOMER"	EG10673-MONOMER	"OmpT" // "omptin" // "protease 7"	35.562
"G6093-MONOMER"	G6093-MONOMER	"YzzN" // "YzzY" // "EcfK" // "YaeT"	90.553 // 90
"G7320-MONOMER"	G7320-MONOMER	"YfgL"	41.887 // 40
"EG10658-MONOMER"	EG10658-MONOMER	"DapX" // "NlpB" // "lipoprotein-34"	36.842 // 35
"G7352-MONOMER"	G7352-MONOMER	"EcfD" // "YfiO"	27.829 // 25
"EG10952-MONOMER"	EG10952-MONOMER	"SmqA" // "small membrane protein A" // "BamE" // "SmpA"	12.302
"EG11124-MONOMER"	EG11124-MONOMER	"YciD" // "OmpW"	22.928
"EG12117-MONOMER"	EG12117-MONOMER	"YbiG" // "OmpP" // "OmpX"	18.603
"G6210-MONOMER"	G6210-MONOMER	"YaiO"	29.04
"EG12288-MONOMER"	EG12288-MONOMER	"YiaT"	27.414
"G7236-MONOMER"	G7236-MONOMER	"YfdU" // "Oxc"	60.581
"G6708-MONOMER"	G6708-MONOMER	"YdbN" // "PaaZ" // "MaoC"	73.003
"G6783-MONOMER"	G6783-MONOMER	"PdeO" // "YddU" // "Dos" // "DosP" // "c-di-GMP phosphodiesterase, heme-regulated"	90.26
"ABGT-MONOMER"	ABGT-MONOMER	"YdaH" // "AbgT"	54.886
"G6670-MONOMER"	G6670-MONOMER	"YdaJ" // "AbgA"	46.588 // 47.0
"G6669-MONOMER"	G6669-MONOMER	"YdaI" // "AbgB"	52.194 // 53.0
"EG10021-MONOMER"	EG10021-MONOMER	"YjiA"	35.66 // 30.0
"EG11161-MONOMER"	EG11161-MONOMER	"YggC"	27.132
"EG10611-MONOMER"	EG10611-MONOMER	"Mrp"	39.938 // 39.0
"PALMITOTRANS-MONOMER"	PALMITOTRANS-MONOMER	"LpxP" // "Ddg"	35.493
"EG12211-MONOMER"	EG12211-MONOMER	"PanZ" // "PanM" // "LivL" // "YhhK"	14.506
"PANTEPADENYLYLTRAN-MONOMER"	PANTEPADENYLYLTRAN-MONOMER	"YicA" // "KdtB" // "CoaD" // "PPAT"	17.837 // 18.4
"PANTOTHENATE-KIN-MONOMER"	PANTOTHENATE-KIN-MONOMER	"Rts" // "PanK" // "CoaA"	36.36
"PANTOATE-BETA-ALANINE-LIG-MONOMER"	PANTOATE-BETA-ALANINE-LIG-MONOMER	"PanC"	31.598 // 30.0
"PANF-MONOMER"	PANF-MONOMER	"PanF" // "PanF sodium/pantothenate SSS transporter"	51.717
"G6330-MONOMER"	G6330-MONOMER	"YbdM"	23.943
"G6531-MONOMER"	G6531-MONOMER	"YcdS" // "HmsH" // "PgaA"	92.207
"G7265-MONOMER"	G7265-MONOMER	"YfeW" // "PBP4B"	47.752
"EG11941-MONOMER"	EG11941-MONOMER	"YjcF"	49.378
"EG11132-MONOMER"	EG11132-MONOMER	"PpsR" // "YdiA"	31.211 // 25.0
"EG12138-MONOMER"	EG12138-MONOMER	"YaeK" // "YaeF"	29.912
"EG11676-MONOMER"	EG11676-MONOMER	"ClpQ" // "YiiC" // "HtpO" // "HslV"	19.093
"EG10695-MONOMER"	EG10695-MONOMER	"PepD" // "PepH"	52.915 // 52.0
"EG11920-MONOMER"	EG11920-MONOMER	"PepE" // "peptidase E, a dipeptidase where amino-terminal residue is aspartate"	24.57
"EG12254-MONOMER"	EG12254-MONOMER	"YhjJ"	55.527
"EG11862-MONOMER"	EG11862-MONOMER	"YiiI" // "FrvX"	38.733
"EG11549-MONOMER"	EG11549-MONOMER	"PepT"	44.923
"SBMA-MONOMER"	SBMA-MONOMER	"SbmA"	46.459
"EG10761-MONOMER"	EG10761-MONOMER	"Uar" // "SueB" // "PrfA"	40.517 // 44
"EG10762-MONOMER"	EG10762-MONOMER	"SupK" // "PrfB" // "RF2"	41.251 // 47
"EG12114-MONOMER"	EG12114-MONOMER	"Tos" // "MiaD" // "PrfC"	59.574
"EG11440-MONOMER"	EG11440-MONOMER	"Fms" // "Def"	19.328 // 23.0
"EG12867-MONOMER"	EG12867-MONOMER	"YaiH" // "AmpH" // "penicillin-binding protein" // "DD-carboxypeptidase/DD-endopeptidase AmpH"	41.849
"EG10202-MONOMER"	EG10202-MONOMER	"DacB" // "D-alanyl-D-alanine carboxypeptidase DacB" // "PBP4" // "penicillin-binding protein 4"	51.798 // 49.0
"G6892-MONOMER"	G6892-MONOMER	"YdhO"	29.917
"EG10013-MONOMER"	EG10013-MONOMER	"YebA"	49.058
"EG12015-MONOMER"	EG12015-MONOMER	"YohB" // "PbpG" // "PBP7" // "PBP8" // "penicillin-binding protein 7"	33.887 // 32.0
"G7147-MONOMER"	G7147-MONOMER	"YeiV" // "Spr"	21.04
"EG10580-MONOMER"	EG10580-MONOMER	"MepA"	30.137 // 30.0
