ID	Name	Symbol	Type	Coordinate	Length	Direction	Expression	Half life (s)	Product	Splices	(absolute nt position, old, new)	Comments
EG12167	predicted S-adenosylmethionine-dependent methyltransferase	smtA	mRNA	972760	786	+	0.0001946704	252.0	EG12167-MONOMER	[]	[]	
EG12168	branched chain amino acid transporter BrnQ	brnQ	mRNA	418815	1320	+	0.0000363140	344.81999999999999	BRNQ-MONOMER	[]	[]	
EG12169	protoheme IX ABC transporter - membrane subunit CcmD	ccmD	mRNA	2293608	210	-	0.0000199745	396.0	EG12169-MONOMER	[]	[]	
EG12171	conserved protein	yjjI	mRNA	4615088	1551	-	0.0000120535	540.0	EG12171-MONOMER	[]	[]	
EG12172	purine nucleoside phosphoramidase monomer	hinT	mRNA	1161108	360	+	0.0000656899	282.0	EG12172-MONOMER	[]	[]	
EG12173	putative protein secretion protein	gspM	mRNA	3463104	462	+	0.0000113403	336.0	EG12173-MONOMER	[]	[]	
EG12176	predicted transcriptional regulator	yjdC	mRNA	4361331	576	-	0.0001390445	198.0	EG12176-MONOMER	[]	[]	
EG12177	copper binding protein CutA	cutA	mRNA	4363379	339	-	0.0001362693	354.0	EG12177-MONOMER	[]	[]	
EG12178	disulfide oxidoreductase DsbD	dipZ	mRNA	4363065	1698	-	0.0000526197	180.0	DSBD-MONOMER	[]	[]	
EG12179	transcription antiterminator and regulator of RNA stability	cspE	mRNA	656515	210	+	0.0011690271	336.0	EG12179-MONOMER	[]	[]	
EG12180	PagP monomer	pagP	mRNA	655780	561	+	0.0000019609	510.0	EG12180-MONOMER	[]	[]	
EG12181	glutaredoxin 4	grxD	mRNA	1732125	348	-	0.0008120061	234.0	EG12181-MONOMER	[]	[]	
EG12182	predicted lipoprotein	yajG	mRNA	453391	579	-	0.0003917265	344.81999999999999	EG12182-MONOMER	[]	[]	
EG12183	muropeptide:H<sup>+</sup> symporter	ampG	mRNA	452769	1476	-	0.0000497399	324.0	AMPG-MONOMER	[]	[]	
EG12188	PTS system	ptsP	mRNA	2966456	2247	-	0.0000712268	132.0	EG12188-MONOMER	[]	[]	
EG12189	coproporphyrinogen III oxidase	hemF	mRNA	2551247	900	+	0.0000239654	240.0	COPROGENOXI-MONOMER	[]	[]	
EG12190	putative ARAC-type regulatory protein	eutR	mRNA	2553204	1053	-	0.0000382006	384.0	EG12190-MONOMER	[]	[]	
EG12191	GlnK	glnK	mRNA	471822	339	+	0.0001009383	306.0	PROTEIN-PII2	[]	[]	
EG12192	NAD kinase monomer	nadK	mRNA	2748853	879	+	0.0000531558	344.81999999999999	MONOMER0-541	[]	[]	
EG12193	CbpA monomer	cbpA	mRNA	1062998	921	-	0.0000761534	162.0	EG12193-MONOMER	[]	[]	
EG12194	chaperone modulator protein CbpM	cbpM	mRNA	1062078	306	-	0.0000158033	198.0	EG12194-MONOMER	[]	[]	
EG12195	chaperone protein for trimethylamine-N-oxide oxidoreductase I	torD	mRNA	1061022	600	+	0.0000081773	450.0	EG12195-MONOMER	[]	[]	
EG12196	predicted protein	yccE	mRNA	1063259	1257	+	0.0000089377	360.0	EG12196-MONOMER	[]	[]	
EG12197	SeqA	seqA	mRNA	712210	546	+	0.0001622461	150.0	EG12197-MONOMER	[]	[]	
EG12198	chito-oligosaccharide mono-deacetylase	chbG	mRNA	1815159	750	-	0.0000251321	354.0	EG12198-MONOMER	[]	[]	
EG12200	actin family protein	yegD	mRNA	2145698	1353	+	0.0000267238	402.0	EG12200-MONOMER	[]	[]	
EG12201	predicted protein	ygaC	mRNA	2798016	345	-	0.0000139453	240.0	EG12201-MONOMER	[]	[]	
EG12202	TreR transcriptional repressor	treR	mRNA	4465269	948	-	0.0000254205	360.0	EG12202-MONOMER	[]	[]	
EG12203	Qin prophage; cold shock protein; predicted DNA-binding transcriptional regulator	cspB	mRNA	1639578	216	-	0.0000057477	456.0	EG12203-MONOMER	[]	[]	
EG12204	stress protein	cspC	mRNA	1905459	210	-	0.0038823741	354.0	EG12204-MONOMER	[]	[]	
EG12205	Qin prophage; cold shock protein	cspF	mRNA	1639879	213	+	0.0000031917	198.0	EG12205-MONOMER	[]	[]	
EG12207	23S rRNA m<sup>1</sup>G745 methyltransferase	rlmA	mRNA	1905084	810	-	0.0000545030	245.99999999999997	EG12207-MONOMER	[]	[]	
EG12208	predicted protein of C-N hydrolase superfamily	ybeM_1	mRNA	657254	228	+	0.0000528169	228.0	EG12208-MONOMER	[]	[]	
EG12209	F<sup>-</sup> efflux transporter /  involved in resistance to camphor-induced chromosome decondensation	crcB	mRNA	657161	384	-	0.0000413131	156.0	EG12209-MONOMER	[]	[]	
EG12210	ADP-heptose:LPS heptosyltransferase II	waaF	mRNA	3792952	1047	+	0.0000914694	270.0	EG12210-MONOMER	[]	[]	
EG12211	maturation factor for PanD	panZ	mRNA	3596007	384	+	0.0000465010	384.0	EG12211-MONOMER	[]	[]	
EG12212	conserved inner membrane protein	yhhL	mRNA	3603002	270	+	0.0000440630	468.0	EG12212-MONOMER	[]	[]	
EG12213	putative receptor	yhhM	mRNA	3603633	360	-	0.0000734254	344.81999999999999	EG12213-MONOMER	[]	[]	
EG12214	conserved inner membrane enzyme	yhhN	mRNA	3603774	627	+	0.0000505863	372.0	EG12214-MONOMER	[]	[]	
EG12215	zinc	zntA	mRNA	3604474	2199	+	0.0000754655	708.0	YHHO-MONOMER	[]	[]	
EG12216	sulfur transfer protein	tusA	mRNA	3607019	246	-	0.0000979742	324.0	EG12216-MONOMER	[]	[]	
EG12217	hypothetical protein; gene is a predicted member of the purine regulon	yhhQ	mRNA	3607240	666	+	0.0000212660	204.0	EG12217-MONOMER	[]	[]	
EG12219	predicted transport protein YhhS	yhhS	mRNA	3609756	1218	-	0.0000221647	366.0	YHHS-MONOMER	[]	[]	
EG12220	predicted inner membrane protein	yhhT	mRNA	3609888	1050	+	0.0000271166	366.0	EG12220-MONOMER	[]	[]	
EG12221	holo-[acyl carrier protein] synthase 2	acpT	mRNA	3610992	588	+	0.0000676693	294.0	EG12221-MONOMER	[]	[]	
EG12223	ribosome-associated ATPase	rbbA	mRNA	3627561	2736	-	0.0000271217	306.0	YHIH-MONOMER	[]	[]	
EG12224	predicted HlyD family secretion protein	yhiI	mRNA	3628625	1068	-	0.0000829246	498.00000000000006	EG12224-MONOMER	[]	[]	
EG12225	predicted protein	yhiJ	mRNA	3630613	1623	-	0.0000063109	366.0	EG12225-MONOMER	[]	[]	
EG12226	predicted protein	yhiK	mRNA	3631267	393	-	0.0001098254	474.0	EG12226-MONOMER	[]	[]	
EG12227	predicted protein	yhiL	mRNA	3632481	1239	-	0.0000022998	264.0	EG12227-MONOMER	[]	[]	
EG12228	inner membrane protein with a role in acid resistance	yhiM	mRNA	3632864	1053	+	0.0000105192	234.0	MONOMER0-2489	[]	[]	
EG12229	predicted oxidoreductase with FAD/NAD(P)-binding domain	yhiN	mRNA	3635433	1203	-	0.0000306775	276.0	EG12229-MONOMER	[]	[]	
EG12230	phosphate / arsenate:H<sup>+</sup> symporter PitA	pitA	mRNA	3635665	1500	+	0.0001299146	210.0	PITA-MONOMER	[]	[]	
EG12231	predicted universal stress (ethanol tolerance) protein B	uspB	mRNA	3637743	336	-	0.0000295074	344.81999999999999	EG12231-MONOMER	[]	[]	
EG12232	dipeptide / tripeptide:H<sup>+</sup> symporter DtpB	dtpB	mRNA	3638885	1470	+	0.0000526096	282.0	YHIP-MONOMER	[]	[]	
EG12233	16S rRNA m<sup>2</sup>G1516 methyltransferase	rsmJ	mRNA	3641155	753	-	0.0000462144	282.0	EG12233-MONOMER	[]	[]	
EG12234	23S rRNA m<sup>6</sup>A2030 methyltransferase	rlmJ	mRNA	3643408	843	+	0.0000294046	344.81999999999999	EG12234-MONOMER	[]	[]	
EG12235	ArsR	arsR	mRNA	3646551	354	+	0.0000312457	354.0	EG12235-MONOMER	[]	[]	
EG12236	ArsB	arsB	mRNA	3646958	1290	+	0.0000150884	438.0	ARSF-MONOMER	[]	[]	
EG12237	arsenate reductase	arsC	mRNA	3648260	426	+	0.0000207366	546.0	EG12237-MONOMER	[]	[]	
EG12238	predicted protein	yhiS_1	mRNA	3649314	783	+	0.0000031529	420.0	EG12238-MONOMER	[]	[]	
EG12240	MdtEF-TolC multidrug efflux transport system - membrane fusion protein	mdtE	mRNA	3657255	1158	+	0.0000218224	168.0	EG12240-MONOMER	[]	[]	
EG12241	MdtEF-TolC multidrug efflux transport system - permease subunit	mdtF	mRNA	3658437	3114	+	0.0000097521	162.0	YHIV-MONOMER	[]	[]	
EG12242	GadW DNA-binding transcriptional dual regulator	gadW	mRNA	3662641	729	-	0.0000109188	138.0	EG12242-MONOMER	[]	[]	
EG12243	GadX DNA-binding transcriptional dual regulator	gadX	mRNA	3663833	825	-	0.0000219034	258.0	EG12243-MONOMER	[]	[]	
EG12244	predicted cytochrome C peroxidase	yhjA	mRNA	3667211	1398	-	0.0000120248	192.0	EG12244-MONOMER	[]	[]	
EG12245	cytoplasmic trehalase	treF	mRNA	3667615	1650	+	0.0000405746	174.0	TREHALACYTO-MONOMER	[]	[]	
EG12246	predicted DNA-binding response regulator in two-component regulatory system	yhjB	mRNA	3669917	603	-	0.0000159533	276.0	EG12246-MONOMER	[]	[]	
EG12247	predicted DNA-binding transcriptional regulator	yhjC	mRNA	3670365	972	+	0.0000185481	276.0	EG12247-MONOMER	[]	[]	
EG12248	inner membrane protein associated with lipopolysaccharide transport	yhjD	mRNA	3671385	1014	+	0.0000321714	228.0	EG12248-MONOMER	[]	[]	
EG12249	YhjE  MFS transporter	yhjE	mRNA	3672809	1323	+	0.0002400957	204.0	YHJE-MONOMER	[]	[]	
EG12251	predicted outer membrane biogenesis protein	yhjG	mRNA	3676388	2076	-	0.0000257779	344.81999999999999	EG12251-MONOMER	[]	[]	
EG12252	c-di-GMP phosphodiesterase	yhjH	mRNA	3677210	768	-	0.0005944612	294.0	EG12252-MONOMER	[]	[]	
EG12253	2-keto-3-deoxygluconokinase	kdgK	mRNA	3677442	930	+	0.0000193254	344.81999999999999	DEOXYGLUCONOKIN-MONOMER	[]	[]	
EG12254	predicted zinc-dependent peptidase	yhjJ	mRNA	3679963	1497	-	0.0000771044	354.0	EG12254-MONOMER	[]	[]	
EG12256	predicted diguanylate cyclase	yhjK	mRNA	3683602	1950	-	0.0000568736	282.0	EG12256-MONOMER	[]	[]	
EG12257	oxidase involved in cellulose synthesis	bcsC	mRNA	3687196	3474	-	0.0000270188	504.0	EG12257-MONOMER	[]	[]	
EG12258	endo-1,4-D-glucanase	bcsZ	mRNA	3688284	1107	-	0.0000166143	462.0	EG12258-MONOMER	[]	[]	
EG12259	cellulose biosynthesis protein	bcsB	mRNA	3690630	2340	-	0.0000344475	582.0	EG12259-MONOMER	[]	[]	
EG12260	cellulose synthase	bcsA	mRNA	3693259	2619	-	0.0000195513	336.0	EG12260-MONOMER	[]	[]	
EG12261	predicted cellulose biosynthesis protein	bcsQ	mRNA	3693984	729	-	0.0000124582	174.0	EG12261-MONOMER	[]	[]	
EG12262	conserved protein	yhjR	mRNA	3694208	189	-	0.0000856105	240.0	EG12262-MONOMER	[]	[]	
EG12263	conserved protein	bcsE	mRNA	3694481	1572	+	0.0000431846	132.0	EG12263-MONOMER	[]	[]	
EG12264	predicted protein	bcsF	mRNA	3696049	192	+	0.0000352602	300.0	EG12264-MONOMER	[]	[]	
EG12265	predicted inner membrane protein	bcsG	mRNA	3696237	1680	+	0.0000148152	132.0	EG12265-MONOMER	[]	[]	
EG12266	YhjV STP transporter	yhjV	mRNA	3698586	1272	+	0.0000129151	344.81999999999999	YHJV-MONOMER	[]	[]	
EG12267	phosphoethanolamine transferase	eptB	mRNA	3708498	1692	-	0.0000357323	342.0	EG12267-MONOMER	[]	[]	
EG12268	YhjX MFS transporter	yhjX	mRNA	3710030	1209	-	0.0000069819	300.0	YHJX-MONOMER	[]	[]	
EG12269	putative lipase	yhjY	mRNA	3710957	699	-	0.0000102798	258.0	EG12269-MONOMER	[]	[]	
EG12270	predicted acyltransferase with acyl-CoA N-acyltransferase domain	yiaC	mRNA	3711675	441	+	0.0000361251	270.0	EG12270-MONOMER	[]	[]	
EG12271	predicted outer membrane lipoprotein	yiaD	mRNA	3714570	660	+	0.0000311614	491.99999999999994	EG12271-MONOMER	[]	[]	
EG12272	GhrB	ghrB	mRNA	3715333	975	+	0.0001017138	426.0	MONOMER-43	[]	[]	
EG12273	conserved protein	yiaF	mRNA	3717067	711	-	0.0001311606	240.0	EG12273-MONOMER	[]	[]	
EG12274	O-acetyltransferase	wecH	mRNA	3723910	996	+	0.0000021413	344.81999999999999	EG12274-MONOMER	[]	[]	
EG12275	xylose ABC transporter - ATP binding subunit	xylG	mRNA	3730224	1542	+	0.0000110807	288.0	XYLG-MONOMER	[]	[]	
EG12276	xylose ABC transporter - membrane subunit	xylH	mRNA	3731743	1182	+	0.0000218882	690.0	XYLH-MONOMER	[]	[]	
EG12277	predicted hydrogenase	ysaA	mRNA	3739605	474	-	0.0000323130	222.0	EG12277-MONOMER	[]	[]	
EG12278	YiaJ DNA-binding transcriptional repressor	yiaJ	mRNA	3740555	849	-	0.0000421190	344.81999999999999	EG12278-MONOMER	[]	[]	
EG12279	2,3-diketo-L-gulonate reductase monomer	yiaK	mRNA	3740756	999	+	0.0000116624	344.81999999999999	EG12279-MONOMER	[]	[]	
EG12280	conserved protein	yiaL	mRNA	3741766	468	+	0.0000063412	318.0	EG12280-MONOMER	[]	[]	
EG12281	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	yiaM	mRNA	3742351	474	+	0.0000056331	168.0	MONOMER0-422	[]	[]	
EG12282	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	yiaN	mRNA	3742827	1278	+	0.0000037936	344.81999999999999	EG12282-MONOMER	[]	[]	
EG12283	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - periplasmic binding protein	yiaO	mRNA	3744117	987	+	0.0000268822	408.0	EG12283-MONOMER	[]	[]	
EG12284	L-xylulose kinase	lyxK	mRNA	3745107	1497	+	0.0000060310	420.0	LYXK-MONOMER	[]	[]	
EG12285	3-keto-L-gulonate 6-phosphate decarboxylase	sgbH	mRNA	3746600	663	+	0.0000379882	348.0	EG12285-MONOMER	[]	[]	
EG12286	predicted L-xylulose 5-phosphate 3-epimerase	sgbU	mRNA	3747255	861	+	0.0000105698	408.0	EG12286-MONOMER	[]	[]	
EG12287	L-ribulose-5-phosphate 4-epimerase	sgbE	mRNA	3748109	696	+	0.0000026420	324.0	EG12287-MONOMER	[]	[]	
EG12288	putative outer membrane protein	yiaT	mRNA	3749891	741	-	0.0000041291	324.0	EG12288-MONOMER	[]	[]	
EG12289	predicted DNA-binding transcriptional regulator	yiaU	mRNA	3750015	975	+	0.0000125829	344.81999999999999	EG12289-MONOMER	[]	[]	
EG12290	predicted membrane fusion protein (MFP) component of efflux pump	yiaV	mRNA	3752122	1137	-	0.0000158235	344.81999999999999	EG12290-MONOMER	[]	[]	
EG12291	conserved inner membrane protein	yiaW	mRNA	3752451	324	-	0.0000090844	360.0	EG12291-MONOMER	[]	[]	
EG12292	AldB	aldB	mRNA	3754534	1539	-	0.0000267018	780.0	ALDDEHYDROGB-MONOMER	[]	[]	
EG12293	predicted Fe-containing alcohol dehydrogenase	yiaY	mRNA	3755850	1152	-	0.0000187100	432.0	EG12293-MONOMER	[]	[]	
EG12294	reduced glutaredoxin 3	grxC	mRNA	3782465	252	-	0.0004552650	245.99999999999997	GRXC-MONOMER	[]	[]	
EG12295	predicted rhodanese-related sulfurtransferase	yibN	mRNA	3783038	432	-	0.0003555761	245.99999999999997	EG12295-MONOMER	[]	[]	
EG12296	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmM	mRNA	3783283	1545	+	0.0001151179	344.81999999999999	PGMI-MONOMER	[]	[]	
EG12297	EnvC murein hydrolase	envC	mRNA	3784861	1260	+	0.0000905489	276.0	EG12297-MONOMER	[]	[]	
EG12298	putative nucleoside (IDP) diphosphatase	yibQ	mRNA	3786124	960	+	0.0000345166	344.81999999999999	EG12298-MONOMER	[]	[]	
EG12301	RutR DNA-binding transcriptional dual regulator	rutR	mRNA	1073465	639	+	0.0000575497	348.0	PD01352	[]	[]	
EG12302	dTMP kinase	tmk	mRNA	1154347	642	+	0.0000456917	234.0	DTMPKI-MONOMER	[]	[]	
EG12303	predicted metallodependent hydrolase	ycfH	mRNA	1156000	798	+	0.0000279934	288.0	EG12303-MONOMER	[]	[]	
EG12304	peptide ABC transporter SapABCDF - ATP binding subunit	sapD	mRNA	1351652	993	-	0.0000415407	366.0	SAPD-MONOMER	[]	[]	
EG12305	peptide ABC transporter SapABCDF - ATP binding subunit	sapF	mRNA	1350658	807	-	0.0000391667	270.0	SAPF-MONOMER	[]	[]	
EG12308	predicted DNA-binding transcriptional regulator	yfhH	mRNA	2696781	849	+	0.0000359801	474.0	EG12308-MONOMER	[]	[]	
EG12309	predicted rRNA methyltransferase	yjtD	mRNA	4638965	687	+	0.0000699421	306.0	EG12309-MONOMER	[]	[]	
EG12310	aminopeptidase B	pepB	mRNA	2654380	1284	-	0.0001555744	344.81999999999999	EG12310-MONOMER	[]	[]	
EG12311	protein with possible role in iron-sulfur cluster biogenesis	iscX	mRNA	2654758	201	-	0.0001683563	344.81999999999999	EG12311-MONOMER	[]	[]	
EG12312	dephospho-CoA kinase	coaE	mRNA	113219	621	-	0.0000798155	192.0	EG12312-MONOMER	[]	[]	
EG12313	cell division factor ZapD	zapD	mRNA	112599	744	-	0.0000603704	204.0	EG12313-MONOMER	[]	[]	
EG12314	DNA gyrase inhibitor YacG	yacG	mRNA	111846	198	-	0.0000584770	342.0	EG12314-MONOMER	[]	[]	
EG12315	putative membrane protein	yacH	mRNA	131260	1854	-	0.0000166699	396.0	EG12315-MONOMER	[]	[]	
EG12316	bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase	acnB	mRNA	131615	2598	+	0.0003302214	126.0	ACONITATEDEHYDRB-MONOMER	[]	[]	
EG12318	multicopper oxidase with role in copper homeostasis	cueO	mRNA	137083	1551	+	0.0001027946	344.81999999999999	EG12318-MONOMER	[]	[]	
EG12319	carbonic anhydrase 2 monomer	can	mRNA	142670	663	-	0.0012120752	150.0	EG12319-MONOMER	[]	[]	
EG12320	YadG	yadG	mRNA	142779	927	+	0.0000849259	245.99999999999997	YADG-MONOMER	[]	[]	
EG12321	YadH	yadH	mRNA	143702	771	+	0.0000563374	228.0	YADH-MONOMER	[]	[]	
EG12322	AgaX	yadI	mRNA	144577	441	+	0.0000141122	282.0	AGAX-MONOMER	[]	[]	
EG12323	conserved protein	yfaD	mRNA	2354926	900	+	0.0000369260	344.81999999999999	EG12323-MONOMER	[]	[]	
EG12325	predicted fimbrial-like adhesin protein	yadK	mRNA	151599	597	-	0.0000054864	312.0	EG12325-MONOMER	[]	[]	
EG12326	hypothetical protein	yadL	mRNA	152231	606	-	0.0000082751	546.0	EG12326-MONOMER	[]	[]	
EG12327	predicted fimbrial-like adhesin protein	yadM	mRNA	152812	570	-	0.0000124531	252.0	EG12327-MONOMER	[]	[]	
EG12328	predicted fimbrial-like adhesin protein	yadN	mRNA	156883	585	-	0.0000033670	438.0	EG12328-MONOMER	[]	[]	
EG12329	predicted ATP-dependent helicase	hrpB	mRNA	162105	2430	+	0.0000875612	344.81999999999999	EG12329-MONOMER	[]	[]	
EG12330	2'-5' RNA ligase	ligT	mRNA	162031	531	-	0.0000456580	276.0	EG12330-MONOMER	[]	[]	
EG12331	ClcA	clcA	mRNA	175107	1422	+	0.0000507043	240.0	YADQ-MONOMER	[]	[]	
EG12332	essential respiratory protein A	erpA	mRNA	176610	345	+	0.0002002309	344.81999999999999	EG12332-MONOMER	[]	[]	
EG12333	conserved inner membrane protein	yadS	mRNA	177624	624	-	0.0000161742	312.0	EG12333-MONOMER	[]	[]	
EG12334	vitamin B<sub>12</sub> ABC transporter - periplasmic binding protein	btuF	mRNA	178462	801	-	0.0000502845	258.0	EG12334-MONOMER	[]	[]	
EG12335	CdaR DNA-binding transcriptional activator	cdaR	mRNA	182463	1158	+	0.0000384552	444.0	EG12335-MONOMER	[]	[]	
EG12336	conserved protein	yaeH	mRNA	184095	387	-	0.0000989926	822.0	EG12336-MONOMER	[]	[]	
EG12337	phosphodiesterase	yaeI	mRNA	185069	813	-	0.0000415576	420.0	EG12337-MONOMER	[]	[]	
EG12338	CP4-6 prophage; predicted DNA-binding transcriptional regulator	yagA	mRNA	281207	1155	-	0.0000507566	588.0	EG12338-MONOMER	[]	[]	
EG12339	CP4-6 prophage; conserved protein	yagB	mRNA	279959	351	-	0.0000347881	396.0	EG12339-MONOMER	[]	[]	
EG12340	CP4-6 prophage; predicted ferric transporter subunit/ATP-binding component of ABC superfamily	afuC	mRNA	278026	1047	-	0.0000090153	276.0	YAGC-MONOMER	[]	[]	
EG12341	anti-sigma factor	rseA	mRNA	2707426	651	-	0.0003897673	114.0	EG12341-MONOMER	[]	[]	
EG12342	predicted DNA-binding transcriptional regulator	yjjJ	mRNA	4619792	1332	+	0.0000036216	510.0	EG12342-MONOMER	[]	[]	
EG12343	YjjK	yjjK	mRNA	4628545	1668	-	0.0001835509	198.0	YJJK-MONOMER	[]	[]	
EG12344	PspF transcriptional dual regulator	pspF	mRNA	1365936	978	-	0.0000362634	528.0	EG12344-MONOMER	[]	[]	
EG12345	3-hydroxy acid dehydrogenase monomer	ydfG	mRNA	1625541	747	+	0.0001683850	294.0	EG12345-MONOMER	[]	[]	
EG12347	predicted transporter subunit: ATP-binding component of ABC superfamily	yecC	mRNA	1995838	753	-	0.0001125534	294.0	EG12347-MONOMER	[]	[]	
EG12352	peptidyl-prolyl <i>cis-trans</i> isomerase C (rotamase C)	ppiC	mRNA	3957836	282	-	0.0001371882	336.0	EG12352-MONOMER	[]	[]	
EG12354	peptidyl-tRNA hydrolase	arfB	mRNA	214833	423	+	0.0001188794	300.0	EG12354-MONOMER	[]	[]	
EG12356	RtcR DNA-binding transcriptional activator	rtcR	mRNA	3556290	1599	+	0.0000237294	344.81999999999999	EG12356-MONOMER	[]	[]	
EG12357	short chain acyl-CoA synthetase monomer	fadK	mRNA	1781001	1701	+	0.0000375836	390.0	EG12357-MONOMER	[]	[]	
EG12358	aliphatic sulfonate ABC transporter - ATP binding subunit	ssuB	mRNA	993267	768	-	0.0000238642	342.0	YCBE-MONOMER	[]	[]	
EG12359	predicted fimbrial-like adhesin protein	ybgD	mRNA	752018	567	-	0.0000019794	408.0	EG12359-MONOMER	[]	[]	
EG12360	2Fe-2S cluster-containing protein involved in diferric-tyrosyl radical cofactor maintenance	yfaE	mRNA	2346536	255	+	0.0000351068	210.0	EG12360-MONOMER	[]	[]	
EG12361	2-deoxy-D-gluconate 3-dehydrogenase	kduD	mRNA	2981280	762	-	0.0000168318	534.0	KDUD-MONOMER	[]	[]	
EG12362	MenF	menF	mRNA	2378665	1296	-	0.0000336247	240.0	MENF-MONOMER	[]	[]	
EG12363	predicted fimbrial-like adhesin protein	ygiL	mRNA	3183436	552	+	0.0000069296	336.0	EG12363-MONOMER	[]	[]	
EG12364	KpLE2 phage-like element; predicted integrase	intB	mRNA	4494773	1191	+	0.0000167424	354.0	EG12364-MONOMER	[]	[]	
EG12365	predicted phosphoribulokinase	prkB	mRNA	3482512	870	+	0.0000505644	162.0	EG12365-MONOMER	[]	[]	
EG12366	16S rRNA m<sup>3</sup>U1498 methyltransferase monomer	rsmE	mRNA	3089156	732	+	0.0000771179	330.0	EG12366-MONOMER	[]	[]	
EG12367	copper / silver efflux transport system - membrane subunit	cusA	mRNA	597937	3144	+	0.0000072871	486.0	YBDE-MONOMER	[]	[]	
EG12368	Zn<sup>2+</sup> ABC transporter - membrane subunit	znuB	mRNA	1941438	786	+	0.0000802488	222.0	ZNUB-MONOMER	[]	[]	
EG12369	YdjE  MFS transporter	ydjE	mRNA	1852003	1359	-	0.0000124936	414.0	YDJE-MONOMER	[]	[]	
EG12370	e14 prophage; predicted integrase	intE	mRNA	1200029	1128	-	0.0000060900	510.0	EG12370-MONOMER	[]	[]	
EG12371	lipoprotein involved in cell division	nlpI	mRNA	3306946	885	-	0.0003164936	156.0	EG12371-MONOMER	[]	[]	
EG12372	YgdG	ygdG	mRNA	2928987	846	+	0.0000288836	276.0	EG12372-MONOMER	[]	[]	
EG12373	conserved protein	ygdH	mRNA	2924330	1365	+	0.0000339366	174.0	EG12373-MONOMER	[]	[]	
EG12374	predicted protein	yhfG	mRNA	3489642	168	-	0.0000096172	288.0	EG12374-MONOMER	[]	[]	
EG12375	conserved inner membrane protein	ycaI	mRNA	963543	2265	+	0.0000050446	344.81999999999999	EG12375-MONOMER	[]	[]	
EG12376	putative cytochrome oxidase	yfeH	mRNA	2524968	999	+	0.0000703467	312.0	EG12376-MONOMER	[]	[]	
EG12378	predicted hydrolase	yecD	mRNA	1948856	567	+	0.0000542332	306.0	EG12378-MONOMER	[]	[]	
EG12379	conserved protein	yecE	mRNA	1949419	819	+	0.0000254525	282.0	EG12379-MONOMER	[]	[]	
EG12380	gluconate transporter GntT	gntT	mRNA	3544581	1317	+	0.0001141079	252.0	GNTT-MONOMER	[]	[]	
EG12381	NrdF	nrdF	mRNA	2801524	960	+	0.0000252114	108.0	NRDF-MONOMER	[]	[]	
EG12384	predicted carbamate kinase	ybcF	mRNA	549662	894	+	0.0000079598	306.0	EG12384-MONOMER	[]	[]	
EG12385	RcsD phosphotransferase	rcsD	mRNA	2311510	2673	+	0.0003987944	210.0	EG12385-MONOMER	[]	[]	
EG12386	CsiR DNA-binding transcriptional repressor	csiR	mRNA	2793696	663	+	0.0001061869	306.0	EG12386-MONOMER	[]	[]	
EG12387	L-2-hydroxyglutarate oxidase	lhgO	mRNA	2788004	1269	+	0.0000303437	306.0	EG12387-MONOMER	[]	[]	
EG12388	predicted fimbrial-like adhesin protein	sfmF	mRNA	562553	516	+	0.0000260780	420.0	EG12388-MONOMER	[]	[]	
EG12391	conserved protein	ydiE	mRNA	1787637	192	+	0.0000203151	306.0	EG12391-MONOMER	[]	[]	
EG12392	C4 dicarboxylate / C4 monocarboxylate transporter DauA	dauA	mRNA	1260026	1680	-	0.0000118782	324.0	YCHM-MONOMER	[]	[]	
EG12393	tartrate:succinate antiporter	ttdT	mRNA	3206046	1464	+	0.0000101365	344.81999999999999	YGJE-MONOMER	[]	[]	
EG12394	methionine sulfoxide reductase B	msrB	mRNA	1860453	414	-	0.0003981638	372.0	EG12394-MONOMER	[]	[]	
EG12395	putative lipoprotein	ybgE	mRNA	773532	294	+	0.0000842094	438.0	EG12395-MONOMER	[]	[]	
EG12396	predicted diguanylate cyclase	yegE	mRNA	2141290	3318	+	0.0000310839	360.0	EG12396-MONOMER	[]	[]	
EG12397	predicted periplasmic pilin chaperone	ycbF	mRNA	1003170	711	+	0.0000320584	344.81999999999999	EG12397-MONOMER	[]	[]	
EG12399	dihydroxyacetone kinase subunit M	dhaM	mRNA	1248337	1419	-	0.0000608931	174.0	EG12399-MONOMER	[]	[]	
EG12400	multidrug efflux transporter MdtK	mdtK	mRNA	1741481	1374	+	0.0000512725	210.0	YDHE-MONOMER	[]	[]	
EG12401	23S rRNA m<sup>2</sup>A2503 methyltransferase and tRNA m<sup>2</sup>A37 methyltransferase	rlmN	mRNA	2642305	1155	-	0.0000887431	245.99999999999997	EG12401-MONOMER	[]	[]	
